name,lat,lon,population,elevation_m,dist_to_river_km,elev_above_river_m,swe_mar2024_mm,swe_mar_pct_norm,precip_novmar_mm,precip_novmar_pct_norm
Токуши,54.85788,69.717262,1634,141.0,37.93,35.0,95.3,124.9,143.0,105.8
Полудино,54.862617,69.919205,1221,130.0,47.55,46.0,96.9,123.5,142.3,105.8
Чистое,54.915241,70.724121,125,118.0,86.6,37.0,98.4,122.7,141.3,107.3
Каракога,54.904881,70.816818,1726,127.0,92.43,46.0,95.7,123.2,140.9,107.4
Пресновка,54.6686113,67.1452217,6202,149.0,68.19,35.0,102.3,128.1,147.0,108.0
Айыртау,53.1585244,68.333889,478,321.0,15.92,52.0,115.6,138.9,151.2,109.0
Лобаново,53.092365,68.433052,1056,382.0,17.39,58.0,112.0,132.7,148.6,106.4
Баянтай,53.261093,67.929214,270,309.0,6.39,60.0,120.6,149.9,164.5,112.3
Казанка,53.3201718,67.449134,544,222.0,0.57,15.0,126.1,157.0,171.3,113.6
Шукирлик,53.2726138,67.7886323,162,270.0,10.23,24.0,120.9,150.8,165.7,112.2
Глубокое,55.1557926,68.9474596,298,134.0,15.84,45.0,94.9,115.3,139.3,103.0
Налобино,55.2455423,68.7915428,920,147.0,29.83,55.0,95.7,114.8,139.2,102.8
Пресновка,55.0909817,69.0272651,764,111.0,7.84,22.0,96.3,118.4,140.6,103.8
Бостандык,53.948696,71.406944,464,93.0,41.48,-6.0,91.5,149.1,115.6,100.1
Кишкенеколь,53.6357326,72.3411085,6590,139.0,31.34,69.0,78.3,152.1,107.0,96.4
Акжаркын,53.6813187,71.3078338,468,129.0,22.97,15.0,78.4,155.6,110.6,97.7
Камышлово,54.782906,69.674385,203,141.0,37.09,35.0,100.3,125.5,144.4,106.9
Рузаевка,52.821907,66.952431,3339,222.0,0.47,16.0,127.1,137.2,168.7,105.8
Сивковка,52.848736,66.981255,354,223.0,0.48,7.0,127.1,137.2,168.7,105.8
Ломоносовка,52.803749,66.465874,687,198.0,0.65,25.0,126.7,157.9,166.3,111.8
Ставрополка,52.835926,66.559067,571,190.0,1.02,22.0,129.6,152.5,165.7,110.6
Белое,54.936493,69.203117,924,136.0,4.93,41.0,101.9,124.2,143.1,105.2
Новоникольское,55.02475,69.493172,122,137.0,16.44,47.0,101.6,121.6,142.2,104.2
Пеньково,54.965187,69.244598,1079,134.0,7.63,45.0,100.0,121.3,142.0,104.2
Тахтаброд,52.633469,67.579048,1027,269.0,0.6,7.0,119.4,121.4,156.9,99.6
Бесколь,54.775146,69.097794,13149,111.0,3.44,17.0,100.9,130.0,144.8,107.2
Чапаево,54.631702,69.152771,374,142.0,12.16,45.0,102.4,135.0,148.4,110.7
Кырымбет,52.459782,67.76239,30,334.0,12.74,41.0,114.1,118.7,148.5,97.3
Ковыльное,52.5746,67.687767,361,301.0,0.44,16.0,118.4,119.6,155.2,98.9
Сокологоровка,52.507038,67.873611,287,375.0,9.74,66.0,113.2,116.1,147.0,96.7
Привольное,52.6008281,67.8253627,7,315.0,0.39,11.0,116.5,117.7,153.5,98.3
Аканбурлык,52.6149159,68.049995,223,364.0,0.44,8.0,114.5,113.0,150.3,97.0
Акшокы,52.68491,67.880547,21,369.0,9.09,57.0,118.5,115.0,156.5,98.7
Красново,52.5966847,67.907696,19,323.0,0.27,2.0,115.3,115.3,151.9,97.6
Куспек,52.742474,67.998177,568,368.0,12.91,21.0,117.7,112.9,154.7,98.0
Тимирязево,53.7481615,66.4954458,3998,172.0,46.32,39.0,125.0,154.6,163.0,116.0
Вишневка,54.9407291,69.0741755,111,100.0,1.61,9.0,99.8,126.1,142.9,105.4
Якорь,54.959206,69.034576,2060,102.0,3.8,9.0,96.5,123.6,141.6,104.5
Затон,54.8549472,68.9933737,174,107.0,3.31,14.0,97.4,127.0,142.8,105.7
Кривоозёрка,54.8717546,68.99711,142,103.0,3.25,7.0,97.4,127.0,142.8,105.7
Тепличное,54.8329505,69.0915477,785,100.0,2.48,7.0,100.9,130.0,144.8,107.2
Прибрежное,54.819756,69.090256,1793,103.0,2.7,11.0,100.9,130.0,144.8,107.2
Знаменское,54.901402,69.597755,932,145.0,29.97,48.0,97.7,122.2,143.2,105.5
Михайловка,54.892441,69.462555,82,138.0,21.36,41.0,97.6,122.7,143.3,105.2
Байсал,54.895233,69.553108,128,137.0,27.13,40.0,97.7,122.2,143.2,105.5
Ленинское,54.473019,69.182556,1083,142.0,25.44,42.0,104.3,146.6,149.1,112.1
Смирново,54.51453,69.419189,5650,137.0,33.39,40.0,105.9,146.9,147.6,110.9
Рощинское,54.058678,69.143158,419,138.0,42.28,3.0,107.6,168.3,144.0,115.3
Архангельское,54.7801156,68.9461997,845,112.0,1.79,17.0,99.8,132.4,144.9,107.9
Новокаменка,54.711693,68.983734,995,105.0,1.08,11.0,102.0,135.1,147.1,109.7
Петерфельд,54.912373,68.887779,1579,129.0,11.48,33.0,97.6,128.2,142.7,105.8
Подгорное,54.7128156,69.0232742,506,113.0,0.38,12.0,102.0,135.1,147.1,109.7
Боголюбово,54.6174536,68.7288167,1210,111.0,2.59,10.0,104.3,142.7,148.9,112.2
Приишимка,54.611111,68.855843,376,109.0,0.35,11.0,102.3,138.4,148.9,111.9
Водопроводное,54.555283,68.728447,343,117.0,0.77,17.0,104.3,142.7,148.9,112.2
Красная Горка,54.5550524,68.7689396,331,130.0,0.67,28.0,103.3,140.8,148.9,112.0
Новоникольское,54.527195,68.686737,1474,113.0,1.15,12.0,104.7,149.5,150.2,113.7
Золотоноша,52.826229,67.170753,30,303.0,11.82,79.0,126.0,130.5,167.8,104.5
Червонное,53.2771558,66.7276043,1075,195.0,10.34,40.0,126.1,170.4,170.0,117.1
Бахмут,53.9553438,69.6563407,154,147.0,9.36,11.0,97.3,172.3,138.3,112.6
Виноградовка,53.852486,69.885887,181,152.0,2.92,5.0,97.7,182.9,134.7,112.7
Мироновка,53.840008,69.839554,520,154.0,1.12,6.0,90.5,189.5,130.5,111.3
Чермошнянка,53.956871,69.776093,617,145.0,3.94,9.0,96.4,172.5,138.4,112.7
Вишневка,53.928841,70.116203,645,145.0,12.94,5.0,97.5,173.7,130.4,110.3
Зелёный Гай,53.9415782,70.4052003,1323,131.0,8.93,26.0,81.0,191.3,125.9,108.2
Ясная Поляна,53.948624,70.280006,1368,138.0,17.04,33.0,85.9,183.6,127.1,108.7
Новоприречное,53.795761,69.71405,311,161.0,1.16,6.0,92.3,188.8,132.5,112.2
Кантемировское,54.145618,70.074486,133,141.0,21.28,5.0,96.9,167.0,141.8,112.4
Кирово,54.149075,70.3215452,480,135.0,26.05,30.0,99.0,159.5,140.3,112.0
Котовское,54.296768,70.103928,76,135.0,37.04,-1.0,98.4,157.6,143.2,111.4
Многоцветное,53.886616,69.540169,407,160.0,15.52,4.0,94.1,182.1,136.8,113.2
Тендик,53.992543,69.8575413,312,140.0,0.48,5.0,96.7,173.4,138.4,112.8
Заречное,53.770763,69.769211,219,165.0,1.68,9.0,90.5,189.5,130.5,111.3
Надеждинка,53.913223,69.860298,44,144.0,1.7,1.0,97.7,182.9,134.7,112.7
Октябрьское,53.71431,69.668915,46,172.0,0.77,10.0,92.5,184.2,127.9,110.1
Тапшил,53.573334,70.037659,10,207.0,28.69,48.0,86.8,177.8,120.1,106.6
Большой Изюм,53.719046,69.63546,1191,174.0,0.42,8.0,94.2,186.0,129.5,111.0
Драгомировка,53.7520402,69.3697642,522,181.0,17.68,14.0,91.7,187.3,136.7,114.1
Иван-Город,53.7731746,69.3236261,231,179.0,21.26,12.0,92.0,185.8,138.3,114.7
Обуховка,53.679047,69.398209,362,185.0,14.88,16.0,92.2,188.8,132.7,112.6
Белоярка,53.783981,70.242401,109,155.0,26.61,13.0,86.4,184.8,122.3,107.5
Донецкое,53.805855,70.097076,553,153.0,17.18,8.0,91.1,180.0,124.4,108.5
Краснокиевка,53.746407,70.227455,343,149.0,27.91,4.0,83.6,185.1,120.0,106.4
Новогречановка,53.862225,70.424812,382,122.0,12.63,17.0,81.0,191.3,125.9,108.2
Новодворовка,53.849495,70.310371,145,140.0,18.97,35.0,86.5,181.7,121.0,106.7
Подольское,53.829334,70.079849,463,152.0,14.93,10.0,91.1,180.0,124.4,108.5
Агроном,54.190063,70.534271,99,133.0,26.21,34.0,102.8,148.6,138.4,110.9
Ильич,54.142712,70.545845,366,132.0,20.91,33.0,99.4,154.4,137.1,111.2
Молодогвардейское,54.0950466,70.7952992,418,126.0,18.92,40.0,94.0,157.4,131.0,108.7
Возвышенка,54.437664,70.941399,1932,127.0,57.57,41.0,96.2,144.4,136.8,109.8
Золотая Нива,54.2091188,70.8748844,264,127.0,32.51,41.0,93.1,150.1,131.0,108.0
Медвежка,54.870277,70.436485,640,133.0,73.09,48.0,97.7,123.3,140.2,105.5
Новоивановка,53.882401,69.696236,143,159.0,7.8,8.0,96.0,180.4,135.1,112.3
Берёзовка,53.5643554,69.3276584,28,231.0,23.89,61.0,96.3,180.9,130.1,111.8
Горькое,53.630962,69.152756,490,211.0,31.68,41.0,93.1,179.6,132.4,112.3
Летовочное,53.735115,68.980431,541,223.0,36.98,9.0,94.7,178.1,140.5,115.0
Любимовка,53.789822,69.179337,169,181.0,30.86,14.0,94.3,186.1,139.9,115.3
Подлесное,53.714844,68.990486,255,218.0,37.24,4.0,94.7,178.1,140.5,115.0
Трудовая Нива,54.663868,69.194862,65,142.0,11.88,46.0,101.7,131.7,146.9,108.8
Мичурино,53.3954853,66.6237321,406,195.0,24.27,49.0,125.2,168.9,169.1,117.5
Вознесенка,54.67017,68.81662,445,111.0,3.1,9.0,102.5,138.5,147.3,110.3
Надёжка,54.62022,68.811348,316,107.0,2.16,5.0,103.3,140.8,148.9,112.0
Ольшанка,55.009148,69.102615,379,98.0,0.27,9.0,97.8,122.5,141.8,104.4
Соколовка,55.11763,69.203369,2432,103.0,0.46,18.0,95.9,119.6,141.3,103.7
Большая Малышка,55.096394,69.227661,939,97.0,0.89,10.0,95.9,119.6,141.3,103.7
Коктерек,54.489746,69.461533,176,130.0,37.17,33.0,107.1,147.4,146.8,110.5
Григорьевка,54.626225,69.545738,33,137.0,34.17,41.0,104.8,138.5,146.9,109.3
Трудовое,54.552261,69.486176,706,138.0,34.38,42.0,104.8,138.5,146.9,109.3
Кенжегалы,54.540993,69.564445,109,130.0,39.31,34.0,107.7,147.3,146.1,110.2
Аралагаш,54.342682,69.172279,324,129.0,34.78,31.0,105.2,161.3,147.3,113.8
Рублёвка,54.270718,69.143616,617,131.0,38.4,29.0,105.1,161.3,148.0,114.2
Кременчуг,53.897041,69.267227,143,158.0,31.45,-6.0,94.4,187.4,139.6,114.7
Сарыбай,54.0371175,69.1737805,9,128.0,39.98,-7.0,34.9,183.5,142.3,115.4
Асаново,54.853539,69.452156,1231,140.0,21.23,34.0,97.6,122.7,143.3,105.2
Явленка,54.3462508,68.4566996,5928,133.0,0.7,33.0,107.5,162.3,151.6,115.7
Бирликское,53.041672,66.721931,791,179.0,0.67,28.0,130.8,156.6,172.0,112.8
Ефимовка,53.149876,66.773178,383,183.0,0.77,38.0,132.4,156.4,171.8,113.4
Токсан би,52.962101,66.622246,561,185.0,0.43,23.0,130.2,162.6,171.2,113.9
Нежинка,53.059357,66.739822,1206,184.0,1.15,36.0,132.3,159.8,171.2,114.4
Старобелка,52.982792,66.829201,202,241.0,9.21,89.0,133.9,148.9,173.4,111.9
Ивановка,54.631046,69.990372,642,136.0,61.8,42.0,103.5,136.0,144.2,108.1
Полтавка,54.502052,69.781807,807,138.0,53.67,42.0,104.2,144.8,145.0,109.8
Черкасское,54.368376,69.7677017,698,137.0,40.9,2.0,105.0,151.4,144.8,111.0
Власовка,54.199375,69.603462,619,138.0,25.15,3.0,102.2,165.0,143.5,113.0
Киялы,54.200649,69.649261,1705,138.0,24.0,3.0,102.2,165.0,143.5,113.0
Шагалалы,54.1781318,69.5230735,1113,136.0,26.22,1.0,104.6,165.9,143.7,113.3
Астраханка,54.511875,69.232262,735,140.0,24.05,40.0,104.3,146.6,149.1,112.1
Бескудук,54.047737,68.087105,273,165.0,11.58,4.0,113.7,165.0,157.2,116.2
Волошинка,53.889011,67.978714,589,176.0,11.13,6.0,113.0,161.6,159.1,115.8
Орнек,54.143215,67.791847,162,134.0,1.05,22.0,112.7,162.7,159.1,116.2
Ясновка,53.981533,68.216652,613,165.0,0.42,5.0,113.1,168.5,155.8,116.1
Николаевка,54.205807,67.804298,1312,129.0,2.0,17.0,113.6,161.5,157.7,116.1
Спасовка,54.349106,67.721245,135,145.0,18.67,31.0,114.5,157.5,156.5,115.4
Петровка,54.302021,68.221336,1122,123.0,3.57,9.0,110.6,161.1,154.0,116.3
Чириковка,54.399506,68.616119,844,119.0,1.58,16.0,106.7,153.9,151.7,115.4
Тарангул,54.1698,68.429443,489,147.0,13.49,34.0,109.1,167.2,152.6,116.0
Корнеевка,54.00486,68.421883,1969,164.0,7.06,8.0,45.3,169.9,152.2,115.6
Булак,53.870007,68.391533,390,177.0,12.18,-14.0,108.6,170.9,151.7,115.4
Ильинка,54.2030973,68.0059602,944,143.0,1.37,39.0,110.1,161.7,156.7,116.4
Заградовка,53.844063,68.610909,829,168.0,22.14,-24.0,102.8,175.3,149.4,116.3
Володарское,52.661465,66.595833,578,195.0,0.49,18.0,124.3,154.2,162.0,109.0
Жарколь,52.5745729,66.3971613,14,227.0,6.89,49.0,119.7,158.1,160.9,110.0
Целинное,52.6059,66.490768,648,201.0,0.28,19.0,119.2,156.9,159.7,108.9
Виноградовка,55.2200765,69.086532,515,134.0,13.08,40.0,98.1,117.0,140.1,102.9
Гайдуково,55.322174,68.7733,51,136.0,35.34,42.0,94.5,112.4,138.2,101.5
Вагулино,55.150024,69.259735,613,101.0,1.62,7.0,94.7,116.3,140.9,102.9
Бугровое,55.048939,69.720924,564,138.0,23.97,52.0,99.6,122.1,142.0,104.6
Долматово,55.3167772,69.4561447,320,91.0,0.48,8.0,95.0,114.0,139.6,101.5
Байтерек,54.7371426,69.0677151,1666,109.0,1.56,15.0,101.6,134.0,147.0,109.3
Рассвет,54.475815,68.68837,671,141.0,1.62,38.0,104.7,149.5,150.2,113.7
Байтерек,54.9012441,70.0339128,658,135.0,49.83,49.0,98.3,121.3,141.7,105.6
Рявкино,54.979862,70.095688,47,134.0,48.14,49.0,94.3,120.7,140.2,104.6
Лебяжье,55.039898,70.839371,417,122.0,88.38,41.0,95.8,120.3,140.6,106.7
Метлишино,54.969437,69.623795,195,139.0,26.46,49.0,101.1,121.4,142.1,104.4
Ганькино,54.869091,70.119324,168,122.0,56.33,36.0,98.1,120.5,141.0,105.4
Тюменка,54.885094,69.778336,293,139.0,39.93,55.0,94.2,126.8,142.7,105.8
Толмачевка,54.8367908,69.3836859,77,139.0,17.54,33.0,101.0,123.5,145.1,106.8
Плоское,54.774399,69.478127,144,134.0,26.03,28.0,101.8,123.0,145.0,106.8
Гаврино,55.177998,69.963959,126,135.0,30.63,54.0,96.4,118.5,140.8,103.4
Зарослое,55.068386,70.231606,30,133.0,50.91,52.0,95.7,119.7,139.1,103.7
Ташкентка,55.0608911,69.2294455,243,131.0,0.69,41.0,95.9,119.6,141.3,103.7
Новотроицкое,54.941441,70.222183,227,133.0,57.27,48.0,97.6,121.3,140.4,105.2
Октябрьское,55.0304739,70.4233151,425,132.0,63.77,51.0,91.8,125.9,139.4,104.9
Хлебороб,54.962818,70.464844,198,134.0,69.47,53.0,91.9,126.1,139.8,105.4
Суворовка,55.098549,70.318291,38,132.0,54.78,51.0,95.8,120.0,138.9,103.9
Тищенко,54.866947,70.56736,94,130.0,80.56,49.0,99.1,122.2,141.1,106.8
Чистовское,54.895565,70.625801,950,119.0,82.09,38.0,99.1,122.2,141.1,106.8
Украинка,54.844982,70.585289,23,129.0,82.86,48.0,99.0,125.9,141.6,107.7
Майбалык,54.296463,70.509888,235,131.0,38.13,32.0,98.8,149.4,139.8,110.7
Пулеметовка,54.552135,70.423721,133,130.0,67.0,31.0,99.7,132.4,141.9,107.6
Таманское,54.482517,70.512383,462,130.0,58.76,31.0,97.6,140.1,141.0,109.1
Косколь,54.4303762,70.6339942,101,128.0,52.94,34.0,98.2,142.9,140.2,110.4
Советское,54.4322207,70.3431847,1365,135.0,54.79,30.0,98.8,148.8,142.8,110.4
Шандак,54.436375,70.751198,154,126.0,54.35,39.0,96.6,145.0,138.2,110.4
Придорожное,54.498676,70.345047,264,131.0,61.98,26.0,96.9,143.3,142.5,108.9
Достык,54.7590514,70.3366645,207,132.0,74.85,46.0,98.8,125.5,141.4,106.2
Полтавка,54.831326,70.311897,572,132.0,68.71,46.0,98.8,125.5,141.4,106.2
Жанажол,53.982719,67.608635,384,128.0,0.44,8.0,119.1,164.4,161.2,115.7
Жанаталап,53.9700811,67.5499431,98,139.0,1.21,16.0,123.5,162.3,162.0,115.7
Узынжар,53.537678,67.080902,492,156.0,1.21,23.0,127.4,166.1,169.7,116.4
Двинск,54.145901,68.403328,259,149.0,15.23,40.0,113.7,161.9,152.7,115.9
Лавровка,53.454784,68.35746,415,263.0,0.31,9.0,111.2,155.1,155.2,114.1
Дзержинское,53.612789,66.435074,219,178.0,44.57,45.0,126.4,164.4,165.3,116.8
Ленинское,53.3755636,66.3604841,191,200.0,36.35,45.0,126.6,169.8,170.1,118.3
Москворецкое,53.6791,66.362312,517,174.0,51.11,41.0,124.6,157.9,162.5,115.8
Андреевка,52.999763,67.381363,844,289.0,20.0,35.0,130.5,136.0,172.7,108.3
Макарьевка,54.501556,66.350296,111,160.0,94.86,41.0,103.3,129.7,147.6,107.4
Пресноредуть,54.5552732,66.1543393,420,168.0,110.53,44.0,100.5,127.2,144.8,105.9
Дубровное,54.814541,68.091301,690,148.0,47.47,49.0,107.1,132.4,144.8,107.9
Афонькино,54.905602,68.262001,571,147.0,45.86,48.0,98.6,125.3,143.0,106.1
Покровка,54.931152,68.631683,952,143.0,27.07,45.0,99.7,126.9,143.2,106.2
Қызылжар орман шаруашылығы,54.8302185,69.1262021,,103.0,4.72,10.0,100.9,130.0,144.8,107.2
Тепловское,54.8629738,69.2551484,,139.0,8.81,33.0,100.8,124.5,143.3,105.1
Кладбинка,54.736385,67.6147491,506,151.0,61.73,41.0,103.9,131.9,149.3,109.6
Пчелино,54.778366,67.937798,54,149.0,54.25,50.0,102.5,133.9,145.2,107.9
Сенжарка,54.7730787,67.8304133,74,148.0,58.32,41.0,102.2,131.9,145.7,107.9
Екатериновка,54.5942855,66.7049222,132,158.0,81.98,39.0,104.4,130.6,146.4,107.0
Светлое,54.586346,66.634529,57,162.0,84.82,43.0,104.3,128.3,145.6,106.4
Чапаевка,54.5086818,66.5132517,85,162.0,86.13,43.0,104.2,130.3,148.5,107.7
Будённое,54.623726,66.513252,488,160.0,93.51,41.0,101.1,127.4,144.9,105.9
Кабань,54.6611966,66.4859984,77,162.0,97.5,43.0,101.4,124.1,142.7,104.9
Калиновка,54.5925449,66.4565179,87,166.0,94.34,47.0,101.1,127.4,144.9,105.9
Казанка,54.718452,66.954659,596,146.0,80.4,32.0,100.9,128.3,146.2,107.4
Узынколь,54.59211,67.152664,167,149.0,61.44,35.0,106.1,135.3,150.3,110.0
Айымжан,54.543686,67.090912,223,153.0,60.6,39.0,109.5,138.9,152.4,111.1
Святодуховка,54.484962,66.783897,354,153.0,70.25,34.0,108.8,133.7,150.1,109.1
Благовещенка,54.369076,66.97139,2806,157.0,52.84,38.0,112.4,141.2,154.5,111.9
Украинское,54.116165,66.659279,426,166.0,56.6,48.0,119.0,149.2,160.8,114.1
Новое,54.091621,66.53981,58,164.0,62.79,43.0,119.9,147.9,160.0,113.7
Кайранколь,54.032894,66.369087,653,165.0,69.36,32.0,118.0,154.5,159.6,114.3
Комсомольское,53.754959,66.402031,419,171.0,52.05,38.0,122.6,157.4,160.1,115.0
Хмельницкое,53.824615,66.061569,449,181.0,75.52,48.0,122.9,146.8,159.1,113.8
2632 км,54.8565139,69.2607726,,139.0,9.43,33.0,100.8,124.5,143.3,105.1
Краснознамённое,54.976139,68.806702,654,134.0,18.46,41.0,98.3,124.2,141.3,104.5
Горьковское,54.1858669,71.9383977,653,116.0,56.82,66.0,84.4,150.2,121.5,102.6
Арыкбалык,52.953907,68.198669,2050,392.0,5.4,66.0,123.7,123.9,153.3,105.2
Петровка,53.6162693,70.4615564,1204,166.0,14.34,24.0,79.6,168.6,113.7,102.9
Чкалово,53.625412,70.43367,2849,167.0,16.1,25.0,78.3,174.7,114.8,103.6
Нижний Бурлук,52.771709,68.169281,584,369.0,12.65,-3.0,112.8,118.2,152.0,99.4
Айсаринское,53.294186,71.898643,235,181.0,25.75,17.0,68.0,144.7,100.4,92.6
Аккудык,53.128433,72.34227,189,174.0,38.11,76.0,70.7,137.0,98.5,93.6
Золотая Нива,52.962009,71.943108,47,195.0,56.68,31.0,66.7,143.3,98.1,94.9
Карсаковка,52.798553,67.771004,101,288.0,1.98,6.0,122.3,123.1,160.4,102.2
Шоптыколь,52.43047,66.749649,415,204.0,0.47,18.0,119.6,144.4,154.6,105.4
Ялты,52.4594302,67.194389,381,274.0,0.74,13.0,115.5,132.3,156.5,102.3
Верхний Бурлук,52.839413,68.307625,217,416.0,14.53,29.0,112.8,117.0,150.4,98.9
Боровское,54.875137,68.8351312,163,131.0,12.81,33.0,98.4,127.2,142.8,106.0
Кондратовка,54.884083,68.808029,561,133.0,14.79,35.0,98.4,127.2,142.8,106.0
Измайловка,54.8892174,68.8511832,13,130.0,12.77,37.0,97.6,128.2,142.7,105.8
Актуесай,53.9165399,72.6553586,605,66.0,2.31,16.0,89.1,150.3,114.5,99.4
Бидайык,54.0295008,72.7368342,850,124.0,11.93,76.0,96.4,137.9,116.3,100.5
Целинное,53.9890371,66.0713217,184,168.0,83.94,35.0,120.4,144.2,156.8,113.1
Караагаш,54.323322,68.899139,176,134.0,21.63,29.0,110.7,153.6,150.0,115.4
Куприяновка,53.3391,66.959091,224,179.0,1.74,40.0,127.1,165.9,171.2,115.6
Акбулак,53.406972,72.4177394,429,128.0,44.43,58.0,74.1,140.1,102.4,93.9
Вознесенка,55.020363,68.95623,122,108.0,9.56,18.0,96.5,123.6,141.6,104.5
Каратал,53.86311,67.467735,465,148.0,2.46,16.0,119.8,163.0,163.2,115.5
Ыскака Ыбыраева,53.933348,67.5846568,463,140.0,2.35,24.0,116.9,164.6,162.6,115.5
Арай,53.752785,67.547203,710,178.0,9.07,44.0,125.6,154.1,164.8,115.5
Ленинградское,53.534927,71.546295,2296,131.0,0.63,10.0,73.5,149.0,104.6,95.2
Краснокаменка,53.731476,68.891396,284,229.0,31.17,15.0,97.7,176.7,143.2,116.0
Саумалколь,53.2940231,68.1060457,11639,306.0,14.35,45.0,122.4,146.1,159.3,111.9
Разгульное,52.396862,66.681755,364,204.0,0.39,12.0,119.6,144.4,154.6,105.4
Белое,55.061985,68.476593,643,138.0,40.47,48.0,100.6,119.0,140.5,103.5
Воскресеновка,54.880726,68.470741,840,142.0,34.22,44.0,99.0,125.7,143.3,106.3
Андреевка,54.515923,68.276672,540,142.0,18.46,35.0,109.2,152.0,151.5,114.5
Кызыласкер,54.426903,67.804146,423,156.0,25.48,46.0,112.7,156.9,155.2,115.7
Леденёво,54.699867,68.538467,520,137.0,17.02,38.0,102.5,136.6,147.5,110.8
Бике,54.614407,67.66539,326,149.0,47.79,39.0,106.4,142.3,151.4,111.6
Новомихайловка,54.654854,68.193947,780,140.0,33.91,38.0,105.8,135.1,147.5,110.3
Берёзовка,55.0142306,69.1710894,435,134.0,2.65,44.0,100.0,121.3,142.0,104.2
Ақсуат,53.612885,66.558327,682,182.0,36.64,49.0,126.4,166.1,165.9,116.8
Есиль,53.58086,66.803749,87,178.0,20.07,45.0,132.3,163.6,167.2,116.8
Антоновка,53.315826,68.434509,1044,285.0,14.19,25.0,109.9,148.2,148.8,110.4
Горное,53.841141,68.541351,195,164.0,17.82,-28.0,105.4,172.9,150.3,115.5
Орлиногорское,53.8115673,68.538841,45,226.0,16.51,34.0,105.4,172.9,150.3,115.5
Белоградовка,53.464417,66.630424,337,192.0,27.11,52.0,131.5,165.6,167.8,117.4
Приозёрное,53.749657,66.561279,10,174.0,42.74,41.0,125.7,158.1,163.7,116.2
Дашко-Николаевка,53.927147,70.341217,321,136.0,13.35,31.0,85.9,183.6,127.1,108.7
Карлуга,54.62233,68.881004,110,108.0,1.42,9.0,102.3,138.4,148.9,111.9
Новопокровка,53.729725,67.751305,620,184.0,22.72,50.0,124.4,153.5,163.6,115.0
Щучье,55.152699,68.504646,130,137.0,41.21,42.0,95.0,114.0,139.3,102.4
Караганды,54.666092,71.055885,568,130.0,83.98,44.0,95.8,128.0,135.6,108.0
