name,lat,lon,population,elevation_m,dist_to_river_km,elev_above_river_m,swe_mar2024_mm,swe_mar_pct_norm,precip_novmar_mm,precip_novmar_pct_norm
Глубокое,55.1557926,68.9474596,298,134.0,15.84,45.0,77.0,93.6,156.0,115.3
Налобино,55.2455423,68.7915428,920,147.0,29.83,55.0,78.1,93.7,156.2,115.3
Пресновка,55.0909817,69.0272651,764,111.0,7.84,22.0,76.4,94.0,156.5,115.5
Бостандык,53.948696,71.406944,464,93.0,41.48,-6.0,65.7,107.0,131.6,113.9
Кишкенеколь,53.6357326,72.3411085,6590,139.0,31.34,69.0,64.8,125.8,128.5,115.8
Акжаркын,53.6813187,71.3078338,468,129.0,22.97,15.0,60.8,120.6,129.2,114.0
Камышлово,54.782906,69.674385,203,141.0,37.09,35.0,75.9,95.0,152.7,113.1
Рузаевка,52.821907,66.952431,3339,222.0,0.47,16.0,90.9,98.1,160.5,100.7
Сивковка,52.848736,66.981255,354,223.0,0.48,7.0,90.9,98.1,160.5,100.7
Ломоносовка,52.803749,66.465874,687,198.0,0.65,25.0,75.4,94.0,147.5,99.2
Ставрополка,52.835926,66.559067,571,190.0,1.02,22.0,78.5,92.4,148.6,99.2
Белое,54.936493,69.203117,924,136.0,4.93,41.0,77.0,93.8,157.4,115.7
Новоникольское,55.02475,69.493172,122,137.0,16.44,47.0,74.9,89.7,156.6,114.8
Пеньково,54.965187,69.244598,1079,134.0,7.63,45.0,76.6,92.9,157.8,115.8
Тахтаброд,52.633469,67.579048,1027,269.0,0.6,7.0,102.9,104.7,163.0,103.5
Бесколь,54.775146,69.097794,13149,111.0,3.44,17.0,75.0,96.7,156.1,115.6
Чапаево,54.631702,69.152771,374,142.0,12.16,45.0,75.7,99.8,152.0,113.3
Кырымбет,52.459782,67.76239,30,334.0,12.74,41.0,105.2,109.5,161.6,105.8
Ковыльное,52.5746,67.687767,361,301.0,0.44,16.0,104.3,105.4,163.0,103.9
Сокологоровка,52.507038,67.873611,287,375.0,9.74,66.0,107.1,109.8,161.6,106.3
Привольное,52.6008281,67.8253627,7,315.0,0.39,11.0,105.6,106.8,163.0,104.4
Аканбурлык,52.6149159,68.049995,223,364.0,0.44,8.0,109.1,107.7,163.2,105.3
Акшокы,52.68491,67.880547,21,369.0,9.09,57.0,107.7,104.6,163.9,103.4
Красново,52.5966847,67.907696,19,323.0,0.27,2.0,107.3,107.3,163.1,104.8
Куспек,52.742474,67.998177,568,368.0,12.91,21.0,109.6,105.1,163.9,103.8
Тимирязево,53.7481615,66.4954458,3998,172.0,46.32,39.0,80.5,99.5,153.0,108.9
Вишневка,54.9407291,69.0741755,111,100.0,1.61,9.0,75.3,95.1,156.9,115.7
Якорь,54.959206,69.034576,2060,102.0,3.8,9.0,74.3,95.2,156.7,115.7
Затон,54.8549472,68.9933737,174,107.0,3.31,14.0,74.4,96.9,156.6,115.8
Кривоозёрка,54.8717546,68.99711,142,103.0,3.25,7.0,74.4,96.9,156.6,115.8
Тепличное,54.8329505,69.0915477,785,100.0,2.48,7.0,75.0,96.7,156.1,115.6
Прибрежное,54.819756,69.090256,1793,103.0,2.7,11.0,75.0,96.7,156.1,115.6
Знаменское,54.901402,69.597755,932,145.0,29.97,48.0,75.3,94.2,154.2,113.6
Михайловка,54.892441,69.462555,82,138.0,21.36,41.0,75.4,94.8,155.8,114.4
Байсал,54.895233,69.553108,128,137.0,27.13,40.0,75.3,94.2,154.2,113.6
Ленинское,54.473019,69.182556,1083,142.0,25.44,42.0,69.8,98.1,147.7,111.1
Смирново,54.51453,69.419189,5650,137.0,33.39,40.0,68.9,95.5,147.0,110.5
Рощинское,54.058678,69.143158,419,138.0,42.28,3.0,58.4,91.5,129.5,103.7
Архангельское,54.7801156,68.9461997,845,112.0,1.79,17.0,74.0,98.3,156.1,116.2
Новокаменка,54.711693,68.983734,995,105.0,1.08,11.0,75.3,99.7,155.6,116.0
Петерфельд,54.912373,68.887779,1579,129.0,11.48,33.0,73.7,96.7,156.3,115.9
Подгорное,54.7128156,69.0232742,506,113.0,0.38,12.0,75.3,99.7,155.6,116.0
Боголюбово,54.6174536,68.7288167,1210,111.0,2.59,10.0,73.8,101.1,153.5,115.6
Приишимка,54.611111,68.855843,376,109.0,0.35,11.0,75.5,102.2,153.2,115.1
Водопроводное,54.555283,68.728447,343,117.0,0.77,17.0,73.8,101.1,153.5,115.6
Красная Горка,54.5550524,68.7689396,331,130.0,0.67,28.0,74.6,101.6,153.4,115.4
Новоникольское,54.527195,68.686737,1474,113.0,1.15,12.0,70.8,101.1,149.9,113.5
Золотоноша,52.826229,67.170753,30,303.0,11.82,79.0,95.7,99.1,162.2,101.0
Червонное,53.2771558,66.7276043,1075,195.0,10.34,40.0,69.0,93.2,149.0,102.6
Бахмут,53.9553438,69.6563407,154,147.0,9.36,11.0,54.3,96.2,127.9,104.2
Виноградовка,53.852486,69.885887,181,152.0,2.92,5.0,51.0,95.5,123.9,103.7
Мироновка,53.840008,69.839554,520,154.0,1.12,6.0,48.6,101.7,121.6,103.7
Чермошнянка,53.956871,69.776093,617,145.0,3.94,9.0,54.5,97.4,127.9,104.2
Вишневка,53.928841,70.116203,645,145.0,12.94,5.0,51.7,92.0,122.5,103.6
Зелёный Гай,53.9415782,70.4052003,1323,131.0,8.93,26.0,45.6,107.8,121.7,104.5
Ясная Поляна,53.948624,70.280006,1368,138.0,17.04,33.0,47.3,101.0,121.7,104.0
Новоприречное,53.795761,69.71405,311,161.0,1.16,6.0,49.2,100.6,122.5,103.8
Кантемировское,54.145618,70.074486,133,141.0,21.28,5.0,56.0,96.5,132.1,104.8
Кирово,54.149075,70.3215452,480,135.0,26.05,30.0,58.9,94.8,132.4,105.7
Котовское,54.296768,70.103928,76,135.0,37.04,-1.0,60.6,97.0,137.7,107.2
Многоцветное,53.886616,69.540169,407,160.0,15.52,4.0,49.8,96.3,125.3,103.7
Тендик,53.992543,69.8575413,312,140.0,0.48,5.0,53.9,96.7,127.8,104.2
Заречное,53.770763,69.769211,219,165.0,1.68,9.0,48.6,101.7,121.6,103.7
Надеждинка,53.913223,69.860298,44,144.0,1.7,1.0,51.0,95.5,123.9,103.7
Октябрьское,53.71431,69.668915,46,172.0,0.77,10.0,50.2,100.1,121.1,104.2
Тапшил,53.573334,70.037659,10,207.0,28.69,48.0,52.0,106.5,119.1,105.7
Большой Изюм,53.719046,69.63546,1191,174.0,0.42,8.0,50.2,99.2,121.4,104.0
Драгомировка,53.7520402,69.3697642,522,181.0,17.68,14.0,47.8,97.5,123.9,103.3
Иван-Город,53.7731746,69.3236261,231,179.0,21.26,12.0,47.8,96.6,124.0,102.9
Обуховка,53.679047,69.398209,362,185.0,14.88,16.0,48.4,99.1,121.9,103.5
Белоярка,53.783981,70.242401,109,155.0,26.61,13.0,47.3,101.2,117.6,103.3
Донецкое,53.805855,70.097076,553,153.0,17.18,8.0,49.0,96.8,118.5,103.4
Краснокиевка,53.746407,70.227455,343,149.0,27.91,4.0,48.5,107.4,118.1,104.8
Новогречановка,53.862225,70.424812,382,122.0,12.63,17.0,45.6,107.8,121.7,104.5
Новодворовка,53.849495,70.310371,145,140.0,18.97,35.0,48.3,101.3,117.3,103.5
Подольское,53.829334,70.079849,463,152.0,14.93,10.0,49.0,96.8,118.5,103.4
Агроном,54.190063,70.534271,99,133.0,26.21,34.0,64.7,93.5,134.7,108.0
Ильич,54.142712,70.545845,366,132.0,20.91,33.0,61.8,96.0,132.3,107.3
Молодогвардейское,54.0950466,70.7952992,418,126.0,18.92,40.0,59.7,100.0,131.6,109.2
Возвышенка,54.437664,70.941399,1932,127.0,57.57,41.0,65.8,98.7,137.4,110.3
Золотая Нива,54.2091188,70.8748844,264,127.0,32.51,41.0,62.5,100.9,133.4,110.0
Медвежка,54.870277,70.436485,640,133.0,73.09,48.0,71.9,90.8,146.8,110.5
Новоивановка,53.882401,69.696236,143,159.0,7.8,8.0,51.2,96.2,125.1,104.0
Берёзовка,53.5643554,69.3276584,28,231.0,23.89,61.0,52.1,97.9,120.1,103.2
Горькое,53.630962,69.152756,490,211.0,31.68,41.0,51.1,98.6,120.7,102.3
Летовочное,53.735115,68.980431,541,223.0,36.98,9.0,50.4,94.7,122.8,100.5
Любимовка,53.789822,69.179337,169,181.0,30.86,14.0,47.9,94.5,124.0,102.3
Подлесное,53.714844,68.990486,255,218.0,37.24,4.0,50.4,94.7,122.8,100.5
Трудовая Нива,54.663868,69.194862,65,142.0,11.88,46.0,76.2,98.8,154.9,114.8
Мичурино,53.3954853,66.6237321,406,195.0,24.27,49.0,70.6,95.3,149.5,103.9
Вознесенка,54.67017,68.81662,445,111.0,3.1,9.0,74.1,100.1,155.9,116.7
Надёжка,54.62022,68.811348,316,107.0,2.16,5.0,74.6,101.6,153.4,115.4
Ольшанка,55.009148,69.102615,379,98.0,0.27,9.0,75.3,94.3,157.2,115.7
Соколовка,55.11763,69.203369,2432,103.0,0.46,18.0,74.6,93.1,157.7,115.7
Большая Малышка,55.096394,69.227661,939,97.0,0.89,10.0,74.6,93.1,157.7,115.7
Коктерек,54.489746,69.461533,176,130.0,37.17,33.0,68.3,94.0,146.7,110.4
Григорьевка,54.626225,69.545738,33,137.0,34.17,41.0,72.6,95.9,151.0,112.3
Трудовое,54.552261,69.486176,706,138.0,34.38,42.0,72.6,95.9,151.0,112.3
Кенжегалы,54.540993,69.564445,109,130.0,39.31,34.0,68.0,92.9,146.4,110.4
Аралагаш,54.342682,69.172279,324,129.0,34.78,31.0,62.7,96.1,138.7,107.1
Рублёвка,54.270718,69.143616,617,131.0,38.4,29.0,63.2,97.1,139.0,107.3
Кременчуг,53.897041,69.267227,143,158.0,31.45,-6.0,47.9,95.2,125.7,103.3
Сарыбай,54.0371175,69.1737805,9,128.0,39.98,-7.0,17.6,92.5,127.2,103.1
Асаново,54.853539,69.452156,1231,140.0,21.23,34.0,75.4,94.8,155.8,114.4
Явленка,54.3462508,68.4566996,5928,133.0,0.7,33.0,65.9,99.5,144.9,110.6
Бирликское,53.041672,66.721931,791,179.0,0.67,28.0,77.2,92.5,151.0,99.1
Ефимовка,53.149876,66.773178,383,183.0,0.77,38.0,76.9,90.8,151.6,100.1
Токсан би,52.962101,66.622246,561,185.0,0.43,23.0,73.2,91.5,149.2,99.2
Нежинка,53.059357,66.739822,1206,184.0,1.15,36.0,74.8,90.3,150.3,100.4
Старобелка,52.982792,66.829201,202,241.0,9.21,89.0,83.3,92.6,153.4,99.0
Ивановка,54.631046,69.990372,642,136.0,61.8,42.0,72.2,94.9,149.0,111.7
Полтавка,54.502052,69.781807,807,138.0,53.67,42.0,68.3,94.9,145.8,110.4
Черкасское,54.368376,69.7677017,698,137.0,40.9,2.0,65.2,94.0,141.3,108.3
Власовка,54.199375,69.603462,619,138.0,25.15,3.0,58.2,93.9,134.0,105.5
Киялы,54.200649,69.649261,1705,138.0,24.0,3.0,58.2,93.9,134.0,105.5
Шагалалы,54.1781318,69.5230735,1113,136.0,26.22,1.0,58.0,91.9,133.8,105.5
Астраханка,54.511875,69.232262,735,140.0,24.05,40.0,69.8,98.1,147.7,111.1
Бескудук,54.047737,68.087105,273,165.0,11.58,4.0,65.7,95.3,144.0,106.4
Волошинка,53.889011,67.978714,589,176.0,11.13,6.0,66.4,95.0,143.1,104.2
Орнек,54.143215,67.791847,162,134.0,1.05,22.0,70.1,101.2,152.6,111.4
Ясновка,53.981533,68.216652,613,165.0,0.42,5.0,63.6,94.7,141.6,105.6
Николаевка,54.205807,67.804298,1312,129.0,2.0,17.0,70.5,100.3,153.1,112.7
Спасовка,54.349106,67.721245,135,145.0,18.67,31.0,73.4,100.9,154.4,113.9
Петровка,54.302021,68.221336,1122,123.0,3.57,9.0,68.2,99.4,148.8,112.4
Чириковка,54.399506,68.616119,844,119.0,1.58,16.0,70.5,101.8,147.4,112.1
Тарангул,54.1698,68.429443,489,147.0,13.49,34.0,64.0,98.0,143.0,108.6
Корнеевка,54.00486,68.421883,1969,164.0,7.06,8.0,25.3,95.1,137.1,104.1
Булак,53.870007,68.391533,390,177.0,12.18,-14.0,58.6,92.3,134.6,102.3
Ильинка,54.2030973,68.0059602,944,143.0,1.37,39.0,69.0,101.3,150.5,111.8
Заградовка,53.844063,68.610909,829,168.0,22.14,-24.0,53.6,91.4,128.5,100.0
Володарское,52.661465,66.595833,578,195.0,0.49,18.0,76.7,95.2,147.4,99.2
Жарколь,52.5745729,66.3971613,14,227.0,6.89,49.0,74.7,98.7,145.3,99.3
Целинное,52.6059,66.490768,648,201.0,0.28,19.0,74.9,98.6,145.7,99.4
Виноградовка,55.2200765,69.086532,515,134.0,13.08,40.0,75.6,90.2,157.1,115.5
Гайдуково,55.322174,68.7733,51,136.0,35.34,42.0,78.5,93.4,158.0,116.0
Вагулино,55.150024,69.259735,613,101.0,1.62,7.0,74.8,91.9,158.2,115.6
Бугровое,55.048939,69.720924,564,138.0,23.97,52.0,72.7,89.1,153.2,112.9
Долматово,55.3167772,69.4561447,320,91.0,0.48,8.0,74.5,89.5,159.0,115.5
Байтерек,54.7371426,69.0677151,1666,109.0,1.56,15.0,75.2,99.2,155.3,115.4
Рассвет,54.475815,68.68837,671,141.0,1.62,38.0,70.8,101.1,149.9,113.5
Байтерек,54.9012441,70.0339128,658,135.0,49.83,49.0,74.5,92.0,149.1,111.2
Рявкино,54.979862,70.095688,47,134.0,48.14,49.0,70.8,90.7,148.8,111.0
Лебяжье,55.039898,70.839371,417,122.0,88.38,41.0,70.5,88.5,144.3,109.6
Метлишино,54.969437,69.623795,195,139.0,26.46,49.0,74.3,89.2,154.9,113.8
Ганькино,54.869091,70.119324,168,122.0,56.33,36.0,75.0,92.1,148.5,111.0
Тюменка,54.885094,69.778336,293,139.0,39.93,55.0,69.7,93.7,150.8,111.8
Толмачевка,54.8367908,69.3836859,77,139.0,17.54,33.0,78.9,96.5,155.6,114.5
Плоское,54.774399,69.478127,144,134.0,26.03,28.0,79.1,95.6,154.9,114.1
Гаврино,55.177998,69.963959,126,135.0,30.63,54.0,69.8,85.7,152.7,112.1
Зарослое,55.068386,70.231606,30,133.0,50.91,52.0,68.6,85.8,148.9,111.0
Ташкентка,55.0608911,69.2294455,243,131.0,0.69,41.0,74.6,93.1,157.7,115.7
Новотроицкое,54.941441,70.222183,227,133.0,57.27,48.0,73.8,91.8,148.0,110.9
Октябрьское,55.0304739,70.4233151,425,132.0,63.77,51.0,65.5,89.7,146.8,110.4
Хлебороб,54.962818,70.464844,198,134.0,69.47,53.0,65.0,89.2,146.3,110.2
Суворовка,55.098549,70.318291,38,132.0,54.78,51.0,68.2,85.4,147.8,110.6
Тищенко,54.866947,70.56736,94,130.0,80.56,49.0,73.1,90.2,145.6,110.2
Чистовское,54.895565,70.625801,950,119.0,82.09,38.0,73.1,90.2,145.6,110.2
Украинка,54.844982,70.585289,23,129.0,82.86,48.0,71.9,91.4,144.2,109.6
Майбалык,54.296463,70.509888,235,131.0,38.13,32.0,64.2,97.1,137.1,108.6
Пулеметовка,54.552135,70.423721,133,130.0,67.0,31.0,71.2,94.6,145.0,110.0
Таманское,54.482517,70.512383,462,130.0,58.76,31.0,67.6,97.0,141.3,109.3
Косколь,54.4303762,70.6339942,101,128.0,52.94,34.0,67.7,98.4,138.9,109.4
Советское,54.4322207,70.3431847,1365,135.0,54.79,30.0,64.7,97.4,140.4,108.5
Шандак,54.436375,70.751198,154,126.0,54.35,39.0,65.8,98.8,137.7,110.0
Придорожное,54.498676,70.345047,264,131.0,61.98,26.0,66.3,98.1,143.2,109.5
Достык,54.7590514,70.3366645,207,132.0,74.85,46.0,73.1,92.8,147.6,110.8
Полтавка,54.831326,70.311897,572,132.0,68.71,46.0,73.1,92.8,147.6,110.8
Жанажол,53.982719,67.608635,384,128.0,0.44,8.0,70.0,96.7,152.7,109.6
Жанаталап,53.9700811,67.5499431,98,139.0,1.21,16.0,72.2,94.9,154.1,110.1
Узынжар,53.537678,67.080902,492,156.0,1.21,23.0,70.2,91.6,149.0,102.2
Двинск,54.145901,68.403328,259,149.0,15.23,40.0,66.4,94.6,139.8,106.1
Лавровка,53.454784,68.35746,415,263.0,0.31,9.0,65.8,91.7,134.1,98.7
Дзержинское,53.612789,66.435074,219,178.0,44.57,45.0,74.0,96.3,152.1,107.5
Ленинское,53.3755636,66.3604841,191,200.0,36.35,45.0,72.4,97.2,150.7,104.8
Москворецкое,53.6791,66.362312,517,174.0,51.11,41.0,78.2,99.1,153.5,109.4
Андреевка,52.999763,67.381363,844,289.0,20.0,35.0,91.0,94.8,158.4,99.4
Макарьевка,54.501556,66.350296,111,160.0,94.86,41.0,84.7,106.3,162.1,118.0
Пресноредуть,54.5552732,66.1543393,420,168.0,110.53,44.0,81.1,102.7,160.8,117.6
Дубровное,54.814541,68.091301,690,148.0,47.47,49.0,78.7,97.2,158.3,117.9
Афонькино,54.905602,68.262001,571,147.0,45.86,48.0,78.5,99.9,159.0,118.0
Покровка,54.931152,68.631683,952,143.0,27.07,45.0,76.5,97.4,158.1,117.3
Қызылжар орман шаруашылығы,54.8302185,69.1262021,,103.0,4.72,10.0,75.0,96.7,156.1,115.6
Тепловское,54.8629738,69.2551484,,139.0,8.81,33.0,75.9,93.7,157.6,115.6
Кладбинка,54.736385,67.6147491,506,151.0,61.73,41.0,82.8,105.1,161.8,118.7
Пчелино,54.778366,67.937798,54,149.0,54.25,50.0,77.4,101.1,158.9,118.0
Сенжарка,54.7730787,67.8304133,74,148.0,58.32,41.0,78.8,101.7,159.3,118.0
Екатериновка,54.5942855,66.7049222,132,158.0,81.98,39.0,82.8,103.6,161.7,118.3
Светлое,54.586346,66.634529,57,162.0,84.82,43.0,84.2,103.6,162.4,118.7
Чапаевка,54.5086818,66.5132517,85,162.0,86.13,43.0,85.5,107.0,163.0,118.2
Будённое,54.623726,66.513252,488,160.0,93.51,41.0,83.0,104.6,162.2,118.7
Кабань,54.6611966,66.4859984,77,162.0,97.5,43.0,82.9,101.4,161.6,118.8
Калиновка,54.5925449,66.4565179,87,166.0,94.34,47.0,83.0,104.6,162.2,118.7
Казанка,54.718452,66.954659,596,146.0,80.4,32.0,81.6,103.7,159.5,117.2
Узынколь,54.59211,67.152664,167,149.0,61.44,35.0,81.8,104.4,160.3,117.2
Айымжан,54.543686,67.090912,223,153.0,60.6,39.0,82.5,104.7,159.8,116.5
Святодуховка,54.484962,66.783897,354,153.0,70.25,34.0,85.4,104.9,161.7,117.5
Благовещенка,54.369076,66.97139,2806,157.0,52.84,38.0,84.4,105.9,160.7,116.4
Украинское,54.116165,66.659279,426,166.0,56.6,48.0,84.8,106.3,163.6,116.1
Новое,54.091621,66.53981,58,164.0,62.79,43.0,85.8,105.9,163.8,116.5
Кайранколь,54.032894,66.369087,653,165.0,69.36,32.0,80.9,106.0,160.1,114.7
Комсомольское,53.754959,66.402031,419,171.0,52.05,38.0,78.5,100.8,154.9,111.3
Хмельницкое,53.824615,66.061569,449,181.0,75.52,48.0,86.9,103.8,156.9,112.2
2632 км,54.8565139,69.2607726,,139.0,9.43,33.0,75.9,93.7,157.6,115.6
Краснознамённое,54.976139,68.806702,654,134.0,18.46,41.0,74.7,94.3,156.8,116.0
Горьковское,54.1858669,71.9383977,653,116.0,56.82,66.0,61.9,110.2,136.7,115.5
Арыкбалык,52.953907,68.198669,2050,392.0,5.4,66.0,94.4,94.5,146.7,100.7
Петровка,53.6162693,70.4615564,1204,166.0,14.34,24.0,54.3,115.0,118.6,107.3
Чкалово,53.625412,70.43367,2849,167.0,16.1,25.0,51.8,115.7,118.6,107.0
Нижний Бурлук,52.771709,68.169281,584,369.0,12.65,-3.0,100.8,105.6,158.4,103.6
Айсаринское,53.294186,71.898643,235,181.0,25.75,17.0,66.8,142.3,128.0,118.1
Аккудык,53.128433,72.34227,189,174.0,38.11,76.0,67.3,130.3,122.8,116.8
Золотая Нива,52.962009,71.943108,47,195.0,56.68,31.0,63.7,136.9,119.6,115.7
Карсаковка,52.798553,67.771004,101,288.0,1.98,6.0,99.7,100.3,159.8,101.8
Шоптыколь,52.43047,66.749649,415,204.0,0.47,18.0,81.6,98.6,147.3,100.4
Ялты,52.4594302,67.194389,381,274.0,0.74,13.0,93.7,107.4,158.9,103.9
Верхний Бурлук,52.839413,68.307625,217,416.0,14.53,29.0,101.7,105.5,158.2,104.0
Боровское,54.875137,68.8351312,163,131.0,12.81,33.0,75.0,96.9,156.7,116.3
Кондратовка,54.884083,68.808029,561,133.0,14.79,35.0,75.0,96.9,156.7,116.3
Измайловка,54.8892174,68.8511832,13,130.0,12.77,37.0,73.7,96.7,156.3,115.9
Актуесай,53.9165399,72.6553586,605,66.0,2.31,16.0,65.0,109.7,132.4,114.9
Бидайык,54.0295008,72.7368342,850,124.0,11.93,76.0,70.4,100.7,133.4,115.2
Целинное,53.9890371,66.0713217,184,168.0,83.94,35.0,87.0,104.2,158.7,114.5
Караагаш,54.323322,68.899139,176,134.0,21.63,29.0,69.4,96.3,139.7,107.5
Куприяновка,53.3391,66.959091,224,179.0,1.74,40.0,69.9,91.3,149.1,100.7
Акбулак,53.406972,72.4177394,429,128.0,44.43,58.0,67.8,128.2,127.9,117.2
Вознесенка,55.020363,68.95623,122,108.0,9.56,18.0,74.3,95.2,156.7,115.7
Каратал,53.86311,67.467735,465,148.0,2.46,16.0,70.3,95.7,151.3,107.1
Ыскака Ыбыраева,53.933348,67.5846568,463,140.0,2.35,24.0,68.5,96.5,150.0,106.6
Арай,53.752785,67.547203,710,178.0,9.07,44.0,75.8,93.0,149.1,104.4
Ленинградское,53.534927,71.546295,2296,131.0,0.63,10.0,64.4,130.5,127.9,116.4
Краснокаменка,53.731476,68.891396,284,229.0,31.17,15.0,51.3,92.8,123.0,99.6
Саумалколь,53.2940231,68.1060457,11639,306.0,14.35,45.0,75.2,89.8,140.5,98.7
Разгульное,52.396862,66.681755,364,204.0,0.39,12.0,81.6,98.6,147.3,100.4
Белое,55.061985,68.476593,643,138.0,40.47,48.0,79.0,93.5,157.9,116.4
Воскресеновка,54.880726,68.470741,840,142.0,34.22,44.0,77.8,98.9,158.7,117.7
Андреевка,54.515923,68.276672,540,142.0,18.46,35.0,71.9,100.0,152.5,115.3
Кызыласкер,54.426903,67.804146,423,156.0,25.48,46.0,72.7,101.3,154.4,115.1
Леденёво,54.699867,68.538467,520,137.0,17.02,38.0,76.6,102.2,155.9,117.1
Бике,54.614407,67.66539,326,149.0,47.79,39.0,78.2,104.6,160.1,118.0
Новомихайловка,54.654854,68.193947,780,140.0,33.91,38.0,79.8,102.0,157.5,117.8
Берёзовка,55.0142306,69.1710894,435,134.0,2.65,44.0,76.6,92.9,157.8,115.8
Ақсуат,53.612885,66.558327,682,182.0,36.64,49.0,71.9,94.4,150.9,106.3
Есиль,53.58086,66.803749,87,178.0,20.07,45.0,72.6,89.8,150.5,105.2
Антоновка,53.315826,68.434509,1044,285.0,14.19,25.0,68.5,92.3,133.1,98.7
Горное,53.841141,68.541351,195,164.0,17.82,-28.0,55.7,91.4,130.5,100.3
Орлиногорское,53.8115673,68.538841,45,226.0,16.51,34.0,55.7,91.4,130.5,100.3
Белоградовка,53.464417,66.630424,337,192.0,27.11,52.0,71.5,90.0,149.5,104.6
Приозёрное,53.749657,66.561279,10,174.0,42.74,41.0,77.6,97.6,152.7,108.4
Дашко-Николаевка,53.927147,70.341217,321,136.0,13.35,31.0,47.3,101.0,121.7,104.0
Карлуга,54.62233,68.881004,110,108.0,1.42,9.0,75.5,102.2,153.2,115.1
Новопокровка,53.729725,67.751305,620,184.0,22.72,50.0,73.1,90.2,144.7,101.7
Щучье,55.152699,68.504646,130,137.0,41.21,42.0,80.4,96.4,157.0,115.5
Караганды,54.666092,71.055885,568,130.0,83.98,44.0,68.1,91.0,137.1,109.1
