name,lat,lon,population,elevation_m,dist_to_river_km,elev_above_river_m,swe_mar2024_mm,swe_mar_pct_norm,precip_novmar_mm,precip_novmar_pct_norm
Подгорное,54.7128156,69.0232742,506,113.0,0.38,12.0,110.8,146.8,117.8,87.9
Боголюбово,54.6174536,68.7288167,1210,111.0,2.59,10.0,106.4,145.7,115.3,86.9
Приишимка,54.611111,68.855843,376,109.0,0.35,11.0,109.5,148.1,118.1,88.7
Водопроводное,54.555283,68.728447,343,117.0,0.77,17.0,106.4,145.7,115.3,86.9
Красная Горка,54.5550524,68.7689396,331,130.0,0.67,28.0,107.4,146.4,116.7,87.8
Новоникольское,54.527195,68.686737,1474,113.0,1.15,12.0,103.7,148.1,115.0,87.1
Золотоноша,52.826229,67.170753,30,303.0,11.82,79.0,149.2,154.5,138.1,86.0
Червонное,53.2771558,66.7276043,1075,195.0,10.34,40.0,112.5,152.0,125.8,86.6
Бахмут,53.9553438,69.6563407,154,147.0,9.36,11.0,82.5,146.2,110.6,90.1
Виноградовка,53.852486,69.885887,181,152.0,2.92,5.0,79.9,149.5,106.7,89.2
Мироновка,53.840008,69.839554,520,154.0,1.12,6.0,64.0,134.0,104.2,88.8
Чермошнянка,53.956871,69.776093,617,145.0,3.94,9.0,82.2,147.1,110.1,89.7
Вишневка,53.928841,70.116203,645,145.0,12.94,5.0,76.5,136.3,103.9,87.9
Зелёный Гай,53.9415782,70.4052003,1323,131.0,8.93,26.0,45.9,108.3,101.1,86.8
Ясная Поляна,53.948624,70.280006,1368,138.0,17.04,33.0,54.6,116.7,101.9,87.0
Новоприречное,53.795761,69.71405,311,161.0,1.16,6.0,69.0,141.1,105.2,89.1
Кантемировское,54.145618,70.074486,133,141.0,21.28,5.0,82.4,141.9,111.0,88.1
Кирово,54.149075,70.3215452,480,135.0,26.05,30.0,87.4,140.8,109.0,87.0
Котовское,54.296768,70.103928,76,135.0,37.04,-1.0,94.1,150.7,113.4,88.2
Многоцветное,53.886616,69.540169,407,160.0,15.52,4.0,76.4,147.7,108.4,89.7
Тендик,53.992543,69.8575413,312,140.0,0.48,5.0,83.3,149.4,109.6,89.3
Заречное,53.770763,69.769211,219,165.0,1.68,9.0,64.0,134.0,104.2,88.8
Надеждинка,53.913223,69.860298,44,144.0,1.7,1.0,79.9,149.5,106.7,89.2
Октябрьское,53.71431,69.668915,46,172.0,0.77,10.0,66.3,132.2,102.4,88.1
Тапшил,53.573334,70.037659,10,207.0,28.69,48.0,55.1,112.8,97.7,86.7
Большой Изюм,53.719046,69.63546,1191,174.0,0.42,8.0,69.8,137.9,103.0,88.3
Драгомировка,53.7520402,69.3697642,522,181.0,17.68,14.0,74.7,152.4,105.6,88.1
Иван-Город,53.7731746,69.3236261,231,179.0,21.26,12.0,77.1,155.7,106.0,87.9
Обуховка,53.679047,69.398209,362,185.0,14.88,16.0,71.4,146.2,103.8,88.1
Белоярка,53.783981,70.242401,109,155.0,26.61,13.0,52.3,111.8,99.1,87.0
Донецкое,53.805855,70.097076,553,153.0,17.18,8.0,59.5,117.4,100.3,87.5
Краснокиевка,53.746407,70.227455,343,149.0,27.91,4.0,48.1,106.4,97.6,86.6
Новогречановка,53.862225,70.424812,382,122.0,12.63,17.0,45.9,108.3,101.1,86.8
Новодворовка,53.849495,70.310371,145,140.0,18.97,35.0,52.6,110.4,98.3,86.7
Подольское,53.829334,70.079849,463,152.0,14.93,10.0,59.5,117.4,100.3,87.5
Агроном,54.190063,70.534271,99,133.0,26.21,34.0,98.5,142.4,107.3,86.0
Ильич,54.142712,70.545845,366,132.0,20.91,33.0,89.7,139.4,105.9,85.9
Молодогвардейское,54.0950466,70.7952992,418,126.0,18.92,40.0,76.6,128.3,102.5,85.0
Возвышенка,54.437664,70.941399,1932,127.0,57.57,41.0,97.4,146.3,107.6,86.4
Золотая Нива,54.2091188,70.8748844,264,127.0,32.51,41.0,83.7,135.0,103.6,85.4
Медвежка,54.870277,70.436485,640,133.0,73.09,48.0,118.8,150.0,111.2,83.7
Новоивановка,53.882401,69.696236,143,159.0,7.8,8.0,76.0,142.8,107.9,89.7
Берёзовка,53.5643554,69.3276584,28,231.0,23.89,61.0,78.2,146.8,102.1,87.7
Горькое,53.630962,69.152756,490,211.0,31.68,41.0,76.2,147.0,103.0,87.4
Летовочное,53.735115,68.980431,541,223.0,36.98,9.0,83.2,156.4,106.7,87.3
Любимовка,53.789822,69.179337,169,181.0,30.86,14.0,80.0,157.9,106.6,87.8
Подлесное,53.714844,68.990486,255,218.0,37.24,4.0,83.2,156.4,106.7,87.3
Трудовая Нива,54.663868,69.194862,65,142.0,11.88,46.0,114.2,147.9,118.0,87.5
Мичурино,53.3954853,66.6237321,406,195.0,24.27,49.0,111.5,150.4,123.6,85.9
Вознесенка,54.67017,68.81662,445,111.0,3.1,9.0,107.5,145.3,116.3,87.1
Надёжка,54.62022,68.811348,316,107.0,2.16,5.0,107.4,146.4,116.7,87.8
Ольшанка,55.009148,69.102615,379,98.0,0.27,9.0,114.5,143.4,113.4,83.5
Соколовка,55.11763,69.203369,2432,103.0,0.46,18.0,113.9,142.2,111.9,82.1
Большая Малышка,55.096394,69.227661,939,97.0,0.89,10.0,113.9,142.2,111.9,82.1
Коктерек,54.489746,69.461533,176,130.0,37.17,33.0,109.3,150.4,118.0,88.8
Григорьевка,54.626225,69.545738,33,137.0,34.17,41.0,113.2,149.6,118.3,88.0
Трудовое,54.552261,69.486176,706,138.0,34.38,42.0,113.2,149.6,118.3,88.0
Кенжегалы,54.540993,69.564445,109,130.0,39.31,34.0,110.4,150.9,117.7,88.8
Аралагаш,54.342682,69.172279,324,129.0,34.78,31.0,98.8,151.4,116.9,90.3
Рублёвка,54.270718,69.143616,617,131.0,38.4,29.0,98.2,150.8,116.8,90.1
Кременчуг,53.897041,69.267227,143,158.0,31.45,-6.0,77.4,153.8,108.8,89.4
Сарыбай,54.0371175,69.1737805,9,128.0,39.98,-7.0,29.8,156.8,112.7,91.4
Асаново,54.853539,69.452156,1231,140.0,21.23,34.0,115.8,145.6,115.9,85.1
Явленка,54.3462508,68.4566996,5928,133.0,0.7,33.0,97.7,147.7,112.3,85.8
Бирликское,53.041672,66.721931,791,179.0,0.67,28.0,124.2,148.7,133.1,87.3
Ефимовка,53.149876,66.773178,383,183.0,0.77,38.0,125.5,148.2,131.2,86.6
Токсан би,52.962101,66.622246,561,185.0,0.43,23.0,119.8,149.7,132.1,87.8
Нежинка,53.059357,66.739822,1206,184.0,1.15,36.0,123.0,148.6,130.3,87.1
Старобелка,52.982792,66.829201,202,241.0,9.21,89.0,136.9,152.2,134.6,86.9
Ивановка,54.631046,69.990372,642,136.0,61.8,42.0,115.2,151.4,116.5,87.4
Полтавка,54.502052,69.781807,807,138.0,53.67,42.0,109.0,151.4,117.1,88.6
Черкасское,54.368376,69.7677017,698,137.0,40.9,2.0,105.3,151.7,116.7,89.5
Власовка,54.199375,69.603462,619,138.0,25.15,3.0,93.9,151.5,115.0,90.6
Киялы,54.200649,69.649261,1705,138.0,24.0,3.0,93.9,151.5,115.0,90.6
Шагалалы,54.1781318,69.5230735,1113,136.0,26.22,1.0,95.8,151.8,115.4,90.9
Астраханка,54.511875,69.232262,735,140.0,24.05,40.0,109.2,153.4,118.1,88.8
Бескудук,54.047737,68.087105,273,165.0,11.58,4.0,104.3,151.3,118.4,87.5
Волошинка,53.889011,67.978714,589,176.0,11.13,6.0,107.0,153.0,119.7,87.1
Орнек,54.143215,67.791847,162,134.0,1.05,22.0,102.2,147.4,115.9,84.6
Ясновка,53.981533,68.216652,613,165.0,0.42,5.0,101.6,151.4,118.5,88.3
Николаевка,54.205807,67.804298,1312,129.0,2.0,17.0,101.8,144.8,113.9,83.8
Спасовка,54.349106,67.721245,135,145.0,18.67,31.0,103.5,142.3,112.1,82.7
Петровка,54.302021,68.221336,1122,123.0,3.57,9.0,98.6,143.6,111.8,84.5
Чириковка,54.399506,68.616119,844,119.0,1.58,16.0,102.4,147.8,113.8,86.6
Тарангул,54.1698,68.429443,489,147.0,13.49,34.0,97.1,148.7,115.2,87.5
Корнеевка,54.00486,68.421883,1969,164.0,7.06,8.0,41.2,154.7,117.1,88.9
Булак,53.870007,68.391533,390,177.0,12.18,-14.0,100.5,158.1,116.5,88.6
Ильинка,54.2030973,68.0059602,944,143.0,1.37,39.0,99.0,145.4,113.5,84.3
Заградовка,53.844063,68.610909,829,168.0,22.14,-24.0,94.7,161.6,113.4,88.3
Володарское,52.661465,66.595833,578,195.0,0.49,18.0,122.8,152.4,134.5,90.6
Жарколь,52.5745729,66.3971613,14,227.0,6.89,49.0,117.8,155.6,135.0,92.3
Целинное,52.6059,66.490768,648,201.0,0.28,19.0,116.7,153.5,134.9,92.1
Виноградовка,55.2200765,69.086532,515,134.0,13.08,40.0,117.0,139.6,107.4,79.0
Гайдуково,55.322174,68.7733,51,136.0,35.34,42.0,117.1,139.3,104.1,76.5
Вагулино,55.150024,69.259735,613,101.0,1.62,7.0,114.5,140.7,109.9,80.3
Бугровое,55.048939,69.720924,564,138.0,23.97,52.0,118.9,145.6,113.6,83.7
Долматово,55.3167772,69.4561447,320,91.0,0.48,8.0,117.0,140.4,109.3,79.4
Байтерек,54.7371426,69.0677151,1666,109.0,1.56,15.0,111.9,147.6,118.0,87.7
Рассвет,54.475815,68.68837,671,141.0,1.62,38.0,103.7,148.1,115.0,87.1
Байтерек,54.9012441,70.0339128,658,135.0,49.83,49.0,120.6,148.8,113.8,84.8
Рявкино,54.979862,70.095688,47,134.0,48.14,49.0,116.8,149.5,112.3,83.8
Лебяжье,55.039898,70.839371,417,122.0,88.38,41.0,118.5,148.8,108.3,82.2
Метлишино,54.969437,69.623795,195,139.0,26.46,49.0,120.5,144.7,113.9,83.7
Ганькино,54.869091,70.119324,168,122.0,56.33,36.0,121.1,148.8,113.0,84.5
Тюменка,54.885094,69.778336,293,139.0,39.93,55.0,111.2,149.6,114.8,85.1
Толмачевка,54.8367908,69.3836859,77,139.0,17.54,33.0,119.3,145.9,117.0,86.1
Плоское,54.774399,69.478127,144,134.0,26.03,28.0,121.1,146.3,116.9,86.1
Гаврино,55.177998,69.963959,126,135.0,30.63,54.0,119.0,146.2,111.8,82.1
Зарослое,55.068386,70.231606,30,133.0,50.91,52.0,119.5,149.5,111.7,83.3
Ташкентка,55.0608911,69.2294455,243,131.0,0.69,41.0,113.9,142.2,111.9,82.1
Новотроицкое,54.941441,70.222183,227,133.0,57.27,48.0,120.0,149.1,112.3,84.1
Октябрьское,55.0304739,70.4233151,425,132.0,63.77,51.0,111.4,152.7,110.6,83.2
Хлебороб,54.962818,70.464844,198,134.0,69.47,53.0,111.7,153.4,110.3,83.1
Суворовка,55.098549,70.318291,38,132.0,54.78,51.0,119.3,149.5,111.1,83.1
Тищенко,54.866947,70.56736,94,130.0,80.56,49.0,120.9,149.1,110.6,83.7
Чистовское,54.895565,70.625801,950,119.0,82.09,38.0,120.9,149.1,110.6,83.7
Украинка,54.844982,70.585289,23,129.0,82.86,48.0,118.8,151.0,111.8,85.0
Майбалык,54.296463,70.509888,235,131.0,38.13,32.0,95.3,144.0,109.0,86.3
Пулеметовка,54.552135,70.423721,133,130.0,67.0,31.0,113.9,151.3,113.8,86.3
Таманское,54.482517,70.512383,462,130.0,58.76,31.0,103.3,148.3,112.0,86.6
Косколь,54.4303762,70.6339942,101,128.0,52.94,34.0,100.5,146.2,110.0,86.6
Советское,54.4322207,70.3431847,1365,135.0,54.79,30.0,100.2,151.0,112.6,87.0
Шандак,54.436375,70.751198,154,126.0,54.35,39.0,97.9,147.0,108.2,86.4
Придорожное,54.498676,70.345047,264,131.0,61.98,26.0,102.3,151.2,113.7,86.9
Достык,54.7590514,70.3366645,207,132.0,74.85,46.0,118.6,150.6,113.4,85.1
Полтавка,54.831326,70.311897,572,132.0,68.71,46.0,118.6,150.6,113.4,85.1
Жанажол,53.982719,67.608635,384,128.0,0.44,8.0,104.3,144.0,117.8,84.5
Жанаталап,53.9700811,67.5499431,98,139.0,1.21,16.0,108.2,142.2,117.9,84.2
Узынжар,53.537678,67.080902,492,156.0,1.21,23.0,113.4,147.9,124.5,85.4
Двинск,54.145901,68.403328,259,149.0,15.23,40.0,104.9,149.5,116.9,88.7
Лавровка,53.454784,68.35746,415,263.0,0.31,9.0,115.7,161.4,117.7,86.6
Дзержинское,53.612789,66.435074,219,178.0,44.57,45.0,108.4,141.0,118.6,83.8
Ленинское,53.3755636,66.3604841,191,200.0,36.35,45.0,112.0,150.3,123.5,85.9
Москворецкое,53.6791,66.362312,517,174.0,51.11,41.0,109.4,138.7,116.7,83.2
Андреевка,52.999763,67.381363,844,289.0,20.0,35.0,149.6,155.9,136.2,85.4
Макарьевка,54.501556,66.350296,111,160.0,94.86,41.0,104.3,130.9,104.4,76.0
Пресноредуть,54.5552732,66.1543393,420,168.0,110.53,44.0,100.0,126.7,100.7,73.6
Дубровное,54.814541,68.091301,690,148.0,47.47,49.0,113.1,139.7,108.7,81.0
Афонькино,54.905602,68.262001,571,147.0,45.86,48.0,112.1,142.5,110.7,82.1
Покровка,54.931152,68.631683,952,143.0,27.07,45.0,112.6,143.3,112.6,83.5
Қызылжар орман шаруашылығы,54.8302185,69.1262021,,103.0,4.72,10.0,113.5,146.3,116.2,86.1
Тепловское,54.8629738,69.2551484,,139.0,8.81,33.0,116.5,143.8,115.9,85.0
Кладбинка,54.736385,67.6147491,506,151.0,61.73,41.0,111.7,141.8,106.5,78.2
Пчелино,54.778366,67.937798,54,149.0,54.25,50.0,109.2,142.7,107.3,79.7
Сенжарка,54.7730787,67.8304133,74,148.0,58.32,41.0,110.7,143.0,107.1,79.3
Екатериновка,54.5942855,66.7049222,132,158.0,81.98,39.0,105.4,131.9,104.4,76.4
Светлое,54.586346,66.634529,57,162.0,84.82,43.0,106.8,131.4,103.9,76.0
Чапаевка,54.5086818,66.5132517,85,162.0,86.13,43.0,106.7,133.4,106.0,76.8
Будённое,54.623726,66.513252,488,160.0,93.51,41.0,103.7,130.7,102.8,75.2
Кабань,54.6611966,66.4859984,77,162.0,97.5,43.0,106.1,129.8,101.2,74.3
Калиновка,54.5925449,66.4565179,87,166.0,94.34,47.0,103.7,130.7,102.8,75.2
Казанка,54.718452,66.954659,596,146.0,80.4,32.0,105.4,134.0,104.3,76.6
Узынколь,54.59211,67.152664,167,149.0,61.44,35.0,107.8,137.5,106.7,78.1
Айымжан,54.543686,67.090912,223,153.0,60.6,39.0,108.7,137.9,108.6,79.2
Святодуховка,54.484962,66.783897,354,153.0,70.25,34.0,109.1,134.0,107.3,78.0
Благовещенка,54.369076,66.97139,2806,157.0,52.84,38.0,109.7,137.7,110.6,80.1
Украинское,54.116165,66.659279,426,166.0,56.6,48.0,110.9,139.1,114.5,81.3
Новое,54.091621,66.53981,58,164.0,62.79,43.0,110.2,135.9,113.1,80.4
Кайранколь,54.032894,66.369087,653,165.0,69.36,32.0,104.7,137.1,113.2,81.1
Комсомольское,53.754959,66.402031,419,171.0,52.05,38.0,105.6,135.6,115.0,82.6
Хмельницкое,53.824615,66.061569,449,181.0,75.52,48.0,113.1,135.2,113.4,81.1
2632 км,54.8565139,69.2607726,,139.0,9.43,33.0,116.5,143.8,115.9,85.0
Краснознамённое,54.976139,68.806702,654,134.0,18.46,41.0,113.2,143.0,111.4,82.4
Горьковское,54.1858669,71.9383977,653,116.0,56.82,66.0,69.4,123.5,101.1,85.4
Арыкбалык,52.953907,68.198669,2050,392.0,5.4,66.0,148.0,148.2,123.7,84.9
Петровка,53.6162693,70.4615564,1204,166.0,14.34,24.0,45.7,96.9,93.6,84.6
Чкалово,53.625412,70.43367,2849,167.0,16.1,25.0,44.0,98.2,94.4,85.2
Нижний Бурлук,52.771709,68.169281,584,369.0,12.65,-3.0,143.9,150.8,129.2,84.5
Айсаринское,53.294186,71.898643,235,181.0,25.75,17.0,37.1,79.0,88.8,81.9
Аккудык,53.128433,72.34227,189,174.0,38.11,76.0,51.1,99.0,84.3,80.2
Золотая Нива,52.962009,71.943108,47,195.0,56.68,31.0,45.3,97.2,81.6,78.9
Карсаковка,52.798553,67.771004,101,288.0,1.98,6.0,154.1,155.1,135.0,86.0
Шоптыколь,52.43047,66.749649,415,204.0,0.47,18.0,128.6,155.4,134.5,91.7
Ялты,52.4594302,67.194389,381,274.0,0.74,13.0,137.8,157.9,134.2,87.8
Верхний Бурлук,52.839413,68.307625,217,416.0,14.53,29.0,145.2,150.6,128.4,84.4
Боровское,54.875137,68.8351312,163,131.0,12.81,33.0,111.9,144.6,113.3,84.1
Кондратовка,54.884083,68.808029,561,133.0,14.79,35.0,111.9,144.6,113.3,84.1
Измайловка,54.8892174,68.8511832,13,130.0,12.77,37.0,110.8,145.5,114.2,84.7
Актуесай,53.9165399,72.6553586,605,66.0,2.31,16.0,62.9,106.1,97.1,84.3
Бидайык,54.0295008,72.7368342,850,124.0,11.93,76.0,85.4,122.1,98.2,84.8
Целинное,53.9890371,66.0713217,184,168.0,83.94,35.0,109.4,131.1,110.7,79.8
Караагаш,54.323322,68.899139,176,134.0,21.63,29.0,108.8,150.9,115.4,88.8
Куприяновка,53.3391,66.959091,224,179.0,1.74,40.0,117.4,153.3,127.8,86.3
Акбулак,53.406972,72.4177394,429,128.0,44.43,58.0,49.2,92.9,90.2,82.7
Вознесенка,55.020363,68.95623,122,108.0,9.56,18.0,112.3,143.9,112.9,83.4
Каратал,53.86311,67.467735,465,148.0,2.46,16.0,105.2,143.1,120.1,85.0
Ыскака Ыбыраева,53.933348,67.5846568,463,140.0,2.35,24.0,103.3,145.5,120.1,85.3
Арай,53.752785,67.547203,710,178.0,9.07,44.0,117.8,144.6,122.5,85.8
Ленинградское,53.534927,71.546295,2296,131.0,0.63,10.0,41.9,84.9,91.6,83.4
Краснокаменка,53.731476,68.891396,284,229.0,31.17,15.0,87.5,158.2,107.8,87.3
Саумалколь,53.2940231,68.1060457,11639,306.0,14.35,45.0,131.3,156.6,124.1,87.2
Разгульное,52.396862,66.681755,364,204.0,0.39,12.0,128.6,155.4,134.5,91.7
Белое,55.061985,68.476593,643,138.0,40.47,48.0,118.1,139.8,107.3,79.1
Воскресеновка,54.880726,68.470741,840,142.0,34.22,44.0,112.3,142.6,112.2,83.2
Андреевка,54.515923,68.276672,540,142.0,18.46,35.0,104.0,144.7,110.8,83.8
Кызыласкер,54.426903,67.804146,423,156.0,25.48,46.0,100.4,139.8,109.1,81.3
Леденёво,54.699867,68.538467,520,137.0,17.02,38.0,108.0,144.0,112.5,84.5
Бике,54.614407,67.66539,326,149.0,47.79,39.0,103.9,139.0,107.1,78.9
Новомихайловка,54.654854,68.193947,780,140.0,33.91,38.0,110.4,141.0,109.7,82.0
Берёзовка,55.0142306,69.1710894,435,134.0,2.65,44.0,117.5,142.5,113.9,83.6
Ақсуат,53.612885,66.558327,682,182.0,36.64,49.0,109.5,144.0,119.9,84.4
Есиль,53.58086,66.803749,87,178.0,20.07,45.0,116.8,144.4,121.4,84.8
Антоновка,53.315826,68.434509,1044,285.0,14.19,25.0,114.9,154.9,116.6,86.5
Горное,53.841141,68.541351,195,164.0,17.82,-28.0,98.9,162.2,114.8,88.3
Орлиногорское,53.8115673,68.538841,45,226.0,16.51,34.0,98.9,162.2,114.8,88.3
Белоградовка,53.464417,66.630424,337,192.0,27.11,52.0,116.9,147.2,121.7,85.1
Приозёрное,53.749657,66.561279,10,174.0,42.74,41.0,112.9,142.1,118.3,84.0
Дашко-Николаевка,53.927147,70.341217,321,136.0,13.35,31.0,54.6,116.7,101.9,87.0
Карлуга,54.62233,68.881004,110,108.0,1.42,9.0,109.5,148.1,118.1,88.7
Новопокровка,53.729725,67.751305,620,184.0,22.72,50.0,123.4,152.3,123.6,86.9
Щучье,55.152699,68.504646,130,137.0,41.21,42.0,117.1,140.5,104.0,76.5
Караганды,54.666092,71.055885,568,130.0,83.98,44.0,110.1,147.1,106.7,84.9
