name,lat,lon,population,elevation_m,dist_to_river_km,elev_above_river_m,swe_mar2024_mm,swe_mar_pct_norm,precip_novmar_mm,precip_novmar_pct_norm
Налобино,55.2455423,68.7915428,920,147.0,29.83,55.0,57.0,68.4,134.4,99.2
Пресновка,55.0909817,69.0272651,764,111.0,7.84,22.0,54.5,67.0,134.6,99.4
Бостандык,53.948696,71.406944,464,93.0,41.48,-6.0,55.2,89.9,164.6,142.4
Кишкенеколь,53.6357326,72.3411085,6590,139.0,31.34,69.0,57.6,111.9,171.1,154.1
Акжаркын,53.6813187,71.3078338,468,129.0,22.97,15.0,51.2,101.5,168.1,148.4
Камышлово,54.782906,69.674385,203,141.0,37.09,35.0,51.2,64.1,138.7,102.7
Рузаевка,52.821907,66.952431,3339,222.0,0.47,16.0,60.9,65.7,171.0,107.2
Сивковка,52.848736,66.981255,354,223.0,0.48,7.0,60.9,65.7,171.0,107.2
Ломоносовка,52.803749,66.465874,687,198.0,0.65,25.0,51.7,64.4,154.3,103.8
Ставрополка,52.835926,66.559067,571,190.0,1.02,22.0,54.1,63.7,157.0,104.8
Белое,54.936493,69.203117,924,136.0,4.93,41.0,53.8,65.6,137.2,100.9
Новоникольское,55.02475,69.493172,122,137.0,16.44,47.0,53.7,64.3,136.6,100.1
Пеньково,54.965187,69.244598,1079,134.0,7.63,45.0,54.6,66.2,136.3,100.0
Тахтаброд,52.633469,67.579048,1027,269.0,0.6,7.0,72.4,73.6,180.8,114.8
Бесколь,54.775146,69.097794,13149,111.0,3.44,17.0,50.7,65.3,138.4,102.5
Чапаево,54.631702,69.152771,374,142.0,12.16,45.0,48.9,64.5,142.3,106.1
Кырымбет,52.459782,67.76239,30,334.0,12.74,41.0,76.3,79.4,181.8,119.1
Ковыльное,52.5746,67.687767,361,301.0,0.44,16.0,74.0,74.7,182.2,116.1
Сокологоровка,52.507038,67.873611,287,375.0,9.74,66.0,77.8,79.7,182.4,120.0
Привольное,52.6008281,67.8253627,7,315.0,0.39,11.0,76.1,77.0,183.5,117.5
Аканбурлык,52.6149159,68.049995,223,364.0,0.44,8.0,82.3,81.2,185.1,119.4
Акшокы,52.68491,67.880547,21,369.0,9.09,57.0,79.4,77.1,185.1,116.8
Красново,52.5966847,67.907696,19,323.0,0.27,2.0,79.0,78.9,184.3,118.4
Куспек,52.742474,67.998177,568,368.0,12.91,21.0,82.7,79.3,186.1,117.9
Тимирязево,53.7481615,66.4954458,3998,172.0,46.32,39.0,62.9,77.7,149.1,106.1
Вишневка,54.9407291,69.0741755,111,100.0,1.61,9.0,52.2,66.0,136.7,100.9
Якорь,54.959206,69.034576,2060,102.0,3.8,9.0,52.1,66.8,135.3,99.9
Затон,54.8549472,68.9933737,174,107.0,3.31,14.0,51.1,66.6,136.2,100.8
Кривоозёрка,54.8717546,68.99711,142,103.0,3.25,7.0,51.1,66.6,136.2,100.8
Тепличное,54.8329505,69.0915477,785,100.0,2.48,7.0,50.7,65.3,138.4,102.5
Прибрежное,54.819756,69.090256,1793,103.0,2.7,11.0,50.7,65.3,138.4,102.5
Знаменское,54.901402,69.597755,932,145.0,29.97,48.0,51.5,64.4,137.1,101.0
Михайловка,54.892441,69.462555,82,138.0,21.36,41.0,51.2,64.4,137.6,101.0
Байсал,54.895233,69.553108,128,137.0,27.13,40.0,51.5,64.4,137.1,101.0
Ленинское,54.473019,69.182556,1083,142.0,25.44,42.0,45.7,64.2,143.5,107.9
Смирново,54.51453,69.419189,5650,137.0,33.39,40.0,45.5,63.1,143.3,107.7
Рощинское,54.058678,69.143158,419,138.0,42.28,3.0,43.0,67.3,143.7,115.1
Архангельское,54.7801156,68.9461997,845,112.0,1.79,17.0,49.7,66.0,137.7,102.5
Новокаменка,54.711693,68.983734,995,105.0,1.08,11.0,49.4,65.4,139.7,104.1
Петерфельд,54.912373,68.887779,1579,129.0,11.48,33.0,50.8,66.7,135.8,100.7
Подгорное,54.7128156,69.0232742,506,113.0,0.38,12.0,49.4,65.4,139.7,104.1
Боголюбово,54.6174536,68.7288167,1210,111.0,2.59,10.0,48.4,66.3,141.4,106.5
Приишимка,54.611111,68.855843,376,109.0,0.35,11.0,48.5,65.6,141.0,106.0
Водопроводное,54.555283,68.728447,343,117.0,0.77,17.0,48.4,66.3,141.4,106.5
Красная Горка,54.5550524,68.7689396,331,130.0,0.67,28.0,48.4,65.9,141.2,106.2
Новоникольское,54.527195,68.686737,1474,113.0,1.15,12.0,46.5,66.4,143.0,108.2
Золотоноша,52.826229,67.170753,30,303.0,11.82,79.0,63.7,66.0,173.8,108.2
Червонное,53.2771558,66.7276043,1075,195.0,10.34,40.0,53.6,72.4,158.5,109.2
Бахмут,53.9553438,69.6563407,154,147.0,9.36,11.0,38.9,68.8,149.8,122.0
Виноградовка,53.852486,69.885887,181,152.0,2.92,5.0,39.7,74.3,152.1,127.2
Мироновка,53.840008,69.839554,520,154.0,1.12,6.0,35.3,73.9,149.6,127.6
Чермошнянка,53.956871,69.776093,617,145.0,3.94,9.0,39.0,69.7,151.5,123.4
Вишневка,53.928841,70.116203,645,145.0,12.94,5.0,41.3,73.5,155.2,131.3
Зелёный Гай,53.9415782,70.4052003,1323,131.0,8.93,26.0,34.8,82.2,157.7,135.4
Ясная Поляна,53.948624,70.280006,1368,138.0,17.04,33.0,36.5,78.0,157.3,134.4
Новоприречное,53.795761,69.71405,311,161.0,1.16,6.0,35.7,73.0,148.3,125.7
Кантемировское,54.145618,70.074486,133,141.0,21.28,5.0,40.8,70.3,157.9,125.2
Кирово,54.149075,70.3215452,480,135.0,26.05,30.0,44.2,71.3,159.3,127.1
Котовское,54.296768,70.103928,76,135.0,37.04,-1.0,42.0,67.3,152.1,118.4
Многоцветное,53.886616,69.540169,407,160.0,15.52,4.0,36.2,70.0,146.9,121.6
Тендик,53.992543,69.8575413,312,140.0,0.48,5.0,39.5,70.8,153.3,125.0
Заречное,53.770763,69.769211,219,165.0,1.68,9.0,35.3,73.9,149.6,127.6
Надеждинка,53.913223,69.860298,44,144.0,1.7,1.0,39.7,74.3,152.1,127.2
Октябрьское,53.71431,69.668915,46,172.0,0.77,10.0,39.0,77.7,149.2,128.4
Тапшил,53.573334,70.037659,10,207.0,28.69,48.0,41.9,85.8,153.0,135.8
Большой Изюм,53.719046,69.63546,1191,174.0,0.42,8.0,39.2,77.3,148.1,126.9
Драгомировка,53.7520402,69.3697642,522,181.0,17.68,14.0,35.6,72.6,147.0,122.7
Иван-Город,53.7731746,69.3236261,231,179.0,21.26,12.0,35.8,72.3,146.5,121.5
Обуховка,53.679047,69.398209,362,185.0,14.88,16.0,37.0,75.8,146.8,124.6
Белоярка,53.783981,70.242401,109,155.0,26.61,13.0,37.5,80.2,155.3,136.4
Донецкое,53.805855,70.097076,553,153.0,17.18,8.0,39.2,77.4,153.9,134.2
Краснокиевка,53.746407,70.227455,343,149.0,27.91,4.0,38.8,85.9,155.1,137.6
Новогречановка,53.862225,70.424812,382,122.0,12.63,17.0,34.8,82.2,157.7,135.4
Новодворовка,53.849495,70.310371,145,140.0,18.97,35.0,38.9,81.8,156.1,137.7
Подольское,53.829334,70.079849,463,152.0,14.93,10.0,39.2,77.4,153.9,134.2
Агроном,54.190063,70.534271,99,133.0,26.21,34.0,49.4,71.5,156.0,125.0
Ильич,54.142712,70.545845,366,132.0,20.91,33.0,46.6,72.4,158.1,128.3
Молодогвардейское,54.0950466,70.7952992,418,126.0,18.92,40.0,45.8,76.7,157.8,131.0
Возвышенка,54.437664,70.941399,1932,127.0,57.57,41.0,48.9,73.4,151.6,121.7
Золотая Нива,54.2091188,70.8748844,264,127.0,32.51,41.0,46.6,75.2,156.3,128.9
Медвежка,54.870277,70.436485,640,133.0,73.09,48.0,50.9,64.3,137.7,103.7
Новоивановка,53.882401,69.696236,143,159.0,7.8,8.0,37.7,70.9,148.7,123.6
Берёзовка,53.5643554,69.3276584,28,231.0,23.89,61.0,41.2,77.5,146.3,125.7
Горькое,53.630962,69.152756,490,211.0,31.68,41.0,39.5,76.1,145.9,123.7
Летовочное,53.735115,68.980431,541,223.0,36.98,9.0,38.4,72.2,145.1,118.8
Любимовка,53.789822,69.179337,169,181.0,30.86,14.0,36.7,72.5,146.0,120.3
Подлесное,53.714844,68.990486,255,218.0,37.24,4.0,38.4,72.2,145.1,118.8
Трудовая Нива,54.663868,69.194862,65,142.0,11.88,46.0,49.5,64.1,140.6,104.2
Мичурино,53.3954853,66.6237321,406,195.0,24.27,49.0,54.5,73.6,155.9,108.4
Вознесенка,54.67017,68.81662,445,111.0,3.1,9.0,48.9,66.1,139.4,104.4
Надёжка,54.62022,68.811348,316,107.0,2.16,5.0,48.4,65.9,141.2,106.2
Ольшанка,55.009148,69.102615,379,98.0,0.27,9.0,53.1,66.5,135.8,100.0
Соколовка,55.11763,69.203369,2432,103.0,0.46,18.0,53.6,66.8,135.9,99.7
Большая Малышка,55.096394,69.227661,939,97.0,0.89,10.0,53.6,66.8,135.9,99.7
Коктерек,54.489746,69.461533,176,130.0,37.17,33.0,45.9,63.1,143.5,108.0
Григорьевка,54.626225,69.545738,33,137.0,34.17,41.0,47.9,63.3,142.8,106.3
Трудовое,54.552261,69.486176,706,138.0,34.38,42.0,47.9,63.3,142.8,106.3
Кенжегалы,54.540993,69.564445,109,130.0,39.31,34.0,46.4,63.4,144.0,108.6
Аралагаш,54.342682,69.172279,324,129.0,34.78,31.0,42.4,64.9,144.4,111.5
Рублёвка,54.270718,69.143616,617,131.0,38.4,29.0,42.7,65.5,144.7,111.7
Кременчуг,53.897041,69.267227,143,158.0,31.45,-6.0,35.7,70.8,146.0,120.0
Сарыбай,54.0371175,69.1737805,9,128.0,39.98,-7.0,13.2,69.4,144.7,117.3
Асаново,54.853539,69.452156,1231,140.0,21.23,34.0,51.2,64.4,137.6,101.0
Явленка,54.3462508,68.4566996,5928,133.0,0.7,33.0,44.3,66.9,143.7,109.7
Бирликское,53.041672,66.721931,791,179.0,0.67,28.0,53.6,64.2,160.6,105.3
Ефимовка,53.149876,66.773178,383,183.0,0.77,38.0,54.5,64.3,161.2,106.4
Токсан би,52.962101,66.622246,561,185.0,0.43,23.0,51.5,64.3,158.2,105.2
Нежинка,53.059357,66.739822,1206,184.0,1.15,36.0,53.7,64.8,159.3,106.4
Старобелка,52.982792,66.829201,202,241.0,9.21,89.0,58.4,64.9,164.5,106.2
Ивановка,54.631046,69.990372,642,136.0,61.8,42.0,48.6,63.8,143.2,107.4
Полтавка,54.502052,69.781807,807,138.0,53.67,42.0,46.0,63.9,144.4,109.4
Черкасское,54.368376,69.7677017,698,137.0,40.9,2.0,44.5,64.1,145.5,111.6
Власовка,54.199375,69.603462,619,138.0,25.15,3.0,40.6,65.5,148.1,116.7
Киялы,54.200649,69.649261,1705,138.0,24.0,3.0,40.6,65.5,148.1,116.7
Шагалалы,54.1781318,69.5230735,1113,136.0,26.22,1.0,41.3,65.5,146.9,115.8
Астраханка,54.511875,69.232262,735,140.0,24.05,40.0,45.7,64.2,143.5,107.9
Бескудук,54.047737,68.087105,273,165.0,11.58,4.0,47.0,68.2,145.6,107.6
Волошинка,53.889011,67.978714,589,176.0,11.13,6.0,48.0,68.6,146.0,106.3
Орнек,54.143215,67.791847,162,134.0,1.05,22.0,47.0,67.8,144.7,105.6
Ясновка,53.981533,68.216652,613,165.0,0.42,5.0,45.9,68.4,145.5,108.5
Николаевка,54.205807,67.804298,1312,129.0,2.0,17.0,48.2,68.6,145.0,106.8
Спасовка,54.349106,67.721245,135,145.0,18.67,31.0,50.8,69.9,145.5,107.3
Петровка,54.302021,68.221336,1122,123.0,3.57,9.0,46.5,67.7,143.9,108.7
Чириковка,54.399506,68.616119,844,119.0,1.58,16.0,46.3,66.8,144.0,109.5
Тарангул,54.1698,68.429443,489,147.0,13.49,34.0,44.2,67.7,144.6,109.8
Корнеевка,54.00486,68.421883,1969,164.0,7.06,8.0,18.4,69.1,144.6,109.8
Булак,53.870007,68.391533,390,177.0,12.18,-14.0,43.5,68.5,143.9,109.4
Ильинка,54.2030973,68.0059602,944,143.0,1.37,39.0,46.2,67.8,144.5,107.4
Заградовка,53.844063,68.610909,829,168.0,22.14,-24.0,41.1,70.1,144.0,112.1
Володарское,52.661465,66.595833,578,195.0,0.49,18.0,52.6,65.3,156.2,105.2
Жарколь,52.5745729,66.3971613,14,227.0,6.89,49.0,51.2,67.6,152.2,104.1
Целинное,52.6059,66.490768,648,201.0,0.28,19.0,51.4,67.7,154.2,105.2
Виноградовка,55.2200765,69.086532,515,134.0,13.08,40.0,55.7,66.5,134.6,98.9
Гайдуково,55.322174,68.7733,51,136.0,35.34,42.0,58.8,69.9,136.7,100.4
Вагулино,55.150024,69.259735,613,101.0,1.62,7.0,54.9,67.4,135.9,99.3
Бугровое,55.048939,69.720924,564,138.0,23.97,52.0,51.8,63.4,135.7,100.0
Долматово,55.3167772,69.4561447,320,91.0,0.48,8.0,56.0,67.2,137.7,100.0
Байтерек,54.7371426,69.0677151,1666,109.0,1.56,15.0,49.0,64.7,140.1,104.2
Рассвет,54.475815,68.68837,671,141.0,1.62,38.0,46.5,66.4,143.0,108.2
Байтерек,54.9012441,70.0339128,658,135.0,49.83,49.0,52.9,65.3,136.6,101.9
Рявкино,54.979862,70.095688,47,134.0,48.14,49.0,49.7,63.7,135.3,100.9
Лебяжье,55.039898,70.839371,417,122.0,88.38,41.0,52.4,65.7,136.7,103.7
Метлишино,54.969437,69.623795,195,139.0,26.46,49.0,53.2,63.9,136.1,100.0
Ганькино,54.869091,70.119324,168,122.0,56.33,36.0,53.4,65.5,136.9,102.3
Тюменка,54.885094,69.778336,293,139.0,39.93,55.0,47.6,64.1,136.4,101.1
Толмачевка,54.8367908,69.3836859,77,139.0,17.54,33.0,53.2,65.0,139.4,102.6
Плоское,54.774399,69.478127,144,134.0,26.03,28.0,53.8,65.0,139.2,102.6
Гаврино,55.177998,69.963959,126,135.0,30.63,54.0,52.1,64.0,135.9,99.8
Зарослое,55.068386,70.231606,30,133.0,50.91,52.0,50.0,62.5,134.4,100.2
Ташкентка,55.0608911,69.2294455,243,131.0,0.69,41.0,53.6,66.8,135.9,99.7
Новотроицкое,54.941441,70.222183,227,133.0,57.27,48.0,52.5,65.2,137.1,102.8
Октябрьское,55.0304739,70.4233151,425,132.0,63.77,51.0,46.4,63.6,136.1,102.4
Хлебороб,54.962818,70.464844,198,134.0,69.47,53.0,46.5,63.9,136.4,102.8
Суворовка,55.098549,70.318291,38,132.0,54.78,51.0,50.2,62.9,134.7,100.7
Тищенко,54.866947,70.56736,94,130.0,80.56,49.0,53.5,66.0,138.2,104.6
Чистовское,54.895565,70.625801,950,119.0,82.09,38.0,53.5,66.0,138.2,104.6
Украинка,54.844982,70.585289,23,129.0,82.86,48.0,51.7,65.7,140.1,106.5
Майбалык,54.296463,70.509888,235,131.0,38.13,32.0,47.2,71.3,154.1,122.0
Пулеметовка,54.552135,70.423721,133,130.0,67.0,31.0,49.9,66.3,144.7,109.7
Таманское,54.482517,70.512383,462,130.0,58.76,31.0,48.9,70.2,148.2,114.7
Косколь,54.4303762,70.6339942,101,128.0,52.94,34.0,50.5,73.4,151.8,119.6
Советское,54.4322207,70.3431847,1365,135.0,54.79,30.0,45.1,67.9,151.5,117.1
Шандак,54.436375,70.751198,154,126.0,54.35,39.0,48.9,73.4,151.6,121.1
Придорожное,54.498676,70.345047,264,131.0,61.98,26.0,45.5,67.3,147.7,112.9
Достык,54.7590514,70.3366645,207,132.0,74.85,46.0,51.2,65.1,139.6,104.8
Полтавка,54.831326,70.311897,572,132.0,68.71,46.0,51.2,65.1,139.6,104.8
Жанажол,53.982719,67.608635,384,128.0,0.44,8.0,49.7,68.6,145.0,104.0
Жанаталап,53.9700811,67.5499431,98,139.0,1.21,16.0,51.9,68.2,145.0,103.6
Узынжар,53.537678,67.080902,492,156.0,1.21,23.0,57.4,74.8,159.0,109.1
Двинск,54.145901,68.403328,259,149.0,15.23,40.0,47.7,67.9,144.9,110.0
Лавровка,53.454784,68.35746,415,263.0,0.31,9.0,51.7,72.1,155.4,114.3
Дзержинское,53.612789,66.435074,219,178.0,44.57,45.0,58.2,75.6,151.0,106.7
Ленинское,53.3755636,66.3604841,191,200.0,36.35,45.0,54.6,73.2,155.6,108.2
Москворецкое,53.6791,66.362312,517,174.0,51.11,41.0,60.8,77.0,148.9,106.1
Андреевка,52.999763,67.381363,844,289.0,20.0,35.0,64.7,67.4,175.4,110.0
Макарьевка,54.501556,66.350296,111,160.0,94.86,41.0,65.6,82.3,145.3,105.8
Пресноредуть,54.5552732,66.1543393,420,168.0,110.53,44.0,66.4,84.1,147.0,107.5
Дубровное,54.814541,68.091301,690,148.0,47.47,49.0,56.3,69.5,138.0,102.8
Афонькино,54.905602,68.262001,571,147.0,45.86,48.0,54.4,69.2,136.5,101.3
Покровка,54.931152,68.631683,952,143.0,27.07,45.0,52.9,67.3,135.9,100.8
Қызылжар орман шаруашылығы,54.8302185,69.1262021,,103.0,4.72,10.0,50.7,65.3,138.4,102.5
Тепловское,54.8629738,69.2551484,,139.0,8.81,33.0,52.5,64.9,137.7,101.0
Кладбинка,54.736385,67.6147491,506,151.0,61.73,41.0,57.2,72.5,140.9,103.4
Пчелино,54.778366,67.937798,54,149.0,54.25,50.0,54.8,71.5,137.9,102.4
Сенжарка,54.7730787,67.8304133,74,148.0,58.32,41.0,56.2,72.6,138.8,102.9
Екатериновка,54.5942855,66.7049222,132,158.0,81.98,39.0,63.9,79.9,144.0,105.3
Светлое,54.586346,66.634529,57,162.0,84.82,43.0,65.7,80.8,144.2,105.4
Чапаевка,54.5086818,66.5132517,85,162.0,86.13,43.0,65.1,81.5,145.2,105.3
Будённое,54.623726,66.513252,488,160.0,93.51,41.0,64.7,81.6,144.3,105.5
Кабань,54.6611966,66.4859984,77,162.0,97.5,43.0,67.1,82.1,144.8,106.4
Калиновка,54.5925449,66.4565179,87,166.0,94.34,47.0,64.7,81.6,144.3,105.5
Казанка,54.718452,66.954659,596,146.0,80.4,32.0,60.7,77.2,143.4,105.4
Узынколь,54.59211,67.152664,167,149.0,61.44,35.0,58.9,75.1,143.2,104.7
Айымжан,54.543686,67.090912,223,153.0,60.6,39.0,59.7,75.7,144.3,105.2
Святодуховка,54.484962,66.783897,354,153.0,70.25,34.0,64.0,78.6,144.7,105.2
Благовещенка,54.369076,66.97139,2806,157.0,52.84,38.0,60.7,76.2,145.4,105.3
Украинское,54.116165,66.659279,426,166.0,56.6,48.0,61.8,77.4,147.3,104.5
Новое,54.091621,66.53981,58,164.0,62.79,43.0,64.7,79.8,147.6,104.9
Кайранколь,54.032894,66.369087,653,165.0,69.36,32.0,62.2,81.5,147.2,105.4
Комсомольское,53.754959,66.402031,419,171.0,52.05,38.0,60.8,78.0,146.8,105.4
Хмельницкое,53.824615,66.061569,449,181.0,75.52,48.0,67.2,80.4,147.9,105.8
2632 км,54.8565139,69.2607726,,139.0,9.43,33.0,52.5,64.9,137.7,101.0
Краснознамённое,54.976139,68.806702,654,134.0,18.46,41.0,53.1,67.1,135.3,100.1
Горьковское,54.1858669,71.9383977,653,116.0,56.82,66.0,46.0,81.8,157.3,132.9
Арыкбалык,52.953907,68.198669,2050,392.0,5.4,66.0,82.6,82.7,173.9,119.4
Петровка,53.6162693,70.4615564,1204,166.0,14.34,24.0,45.9,97.3,159.6,144.4
Чкалово,53.625412,70.43367,2849,167.0,16.1,25.0,43.0,96.1,157.7,142.3
Нижний Бурлук,52.771709,68.169281,584,369.0,12.65,-3.0,75.5,79.1,182.9,119.6
Айсаринское,53.294186,71.898643,235,181.0,25.75,17.0,54.5,116.1,171.6,158.3
Аккудык,53.128433,72.34227,189,174.0,38.11,76.0,58.8,113.9,167.0,158.8
Золотая Нива,52.962009,71.943108,47,195.0,56.68,31.0,54.3,116.6,163.7,158.4
Карсаковка,52.798553,67.771004,101,288.0,1.98,6.0,73.3,73.8,181.6,115.7
Шоптыколь,52.43047,66.749649,415,204.0,0.47,18.0,56.9,68.7,157.3,107.2
Ялты,52.4594302,67.194389,381,274.0,0.74,13.0,64.7,74.1,170.6,111.5
Верхний Бурлук,52.839413,68.307625,217,416.0,14.53,29.0,77.0,79.8,184.2,121.1
Боровское,54.875137,68.8351312,163,131.0,12.81,33.0,51.5,66.5,135.9,100.9
Кондратовка,54.884083,68.808029,561,133.0,14.79,35.0,51.5,66.5,135.9,100.9
Измайловка,54.8892174,68.8511832,13,130.0,12.77,37.0,50.8,66.7,135.8,100.7
Актуесай,53.9165399,72.6553586,605,66.0,2.31,16.0,53.7,90.6,164.9,143.1
Бидайык,54.0295008,72.7368342,850,124.0,11.93,76.0,59.8,85.5,162.2,140.1
Целинное,53.9890371,66.0713217,184,168.0,83.94,35.0,69.6,83.3,147.1,106.1
Караагаш,54.323322,68.899139,176,134.0,21.63,29.0,48.1,66.7,144.3,111.0
Куприяновка,53.3391,66.959091,224,179.0,1.74,40.0,54.2,70.7,162.1,109.4
Акбулак,53.406972,72.4177394,429,128.0,44.43,58.0,59.4,112.3,172.0,157.7
Вознесенка,55.020363,68.95623,122,108.0,9.56,18.0,52.1,66.8,135.3,99.9
Каратал,53.86311,67.467735,465,148.0,2.46,16.0,50.8,69.2,146.3,103.5
Ыскака Ыбыраева,53.933348,67.5846568,463,140.0,2.35,24.0,49.0,69.0,146.1,103.8
Арай,53.752785,67.547203,710,178.0,9.07,44.0,57.2,70.1,148.1,103.7
Ленинградское,53.534927,71.546295,2296,131.0,0.63,10.0,56.8,115.3,172.3,156.8
Краснокаменка,53.731476,68.891396,284,229.0,31.17,15.0,40.2,72.6,145.1,117.5
Саумалколь,53.2940231,68.1060457,11639,306.0,14.35,45.0,59.5,71.0,163.7,115.1
Разгульное,52.396862,66.681755,364,204.0,0.39,12.0,56.9,68.7,157.3,107.2
Белое,55.061985,68.476593,643,138.0,40.47,48.0,58.0,68.6,136.7,100.7
Воскресеновка,54.880726,68.470741,840,142.0,34.22,44.0,53.4,67.9,136.0,100.9
Андреевка,54.515923,68.276672,540,142.0,18.46,35.0,48.2,67.0,142.3,107.6
Кызыласкер,54.426903,67.804146,423,156.0,25.48,46.0,49.8,69.3,144.0,107.3
Леденёво,54.699867,68.538467,520,137.0,17.02,38.0,50.3,67.1,139.9,105.1
Бике,54.614407,67.66539,326,149.0,47.79,39.0,52.8,70.7,141.4,104.2
Новомихайловка,54.654854,68.193947,780,140.0,33.91,38.0,53.9,68.8,139.1,104.0
Берёзовка,55.0142306,69.1710894,435,134.0,2.65,44.0,54.6,66.2,136.3,100.0
Ақсуат,53.612885,66.558327,682,182.0,36.64,49.0,57.5,75.6,151.6,106.7
Есиль,53.58086,66.803749,87,178.0,20.07,45.0,59.5,73.6,153.0,106.8
Антоновка,53.315826,68.434509,1044,285.0,14.19,25.0,54.8,73.9,158.8,117.8
Горное,53.841141,68.541351,195,164.0,17.82,-28.0,42.2,69.2,143.9,110.6
Орлиногорское,53.8115673,68.538841,45,226.0,16.51,34.0,42.2,69.2,143.9,110.6
Белоградовка,53.464417,66.630424,337,192.0,27.11,52.0,58.5,73.7,153.8,107.6
Приозёрное,53.749657,66.561279,10,174.0,42.74,41.0,60.9,76.6,149.2,105.9
Дашко-Николаевка,53.927147,70.341217,321,136.0,13.35,31.0,36.5,78.0,157.3,134.4
Карлуга,54.62233,68.881004,110,108.0,1.42,9.0,48.5,65.6,141.0,106.0
Новопокровка,53.729725,67.751305,620,184.0,22.72,50.0,55.6,68.6,151.5,106.5
Щучье,55.152699,68.504646,130,137.0,41.21,42.0,59.1,70.9,137.1,100.9
Караганды,54.666092,71.055885,568,130.0,83.98,44.0,52.3,69.8,141.3,112.5
