name,lat,lon,population,elevation_m,dist_to_river_km,elev_above_river_m,swe_mar2024_mm,swe_mar_pct_norm,precip_novmar_mm,precip_novmar_pct_norm
Аккудук,53.655956,70.810074,851,145.0,4.59,27.0,28.8,57.5,120.8,107.9
Мамлютка,54.9376951,68.5386509,6944,136.0,32.62,38.0,67.9,86.3,142.4,105.6
Покровка,54.3010634,68.3552371,1643,116.0,0.44,9.0,65.8,98.7,151.2,115.0
Петропавловск,54.8668104,69.1334984,222703,138.0,2.03,44.0,71.3,90.2,146.4,108.0
Булаево,54.896652,70.447189,8550,135.0,72.27,50.0,79.1,99.9,151.5,114.0
Токуши,54.85788,69.717262,1634,141.0,37.93,35.0,74.4,97.6,149.2,110.3
Полудино,54.862617,69.919205,1221,130.0,47.55,46.0,78.5,100.2,150.0,111.5
Чистое,54.915241,70.724121,125,118.0,86.6,37.0,82.6,103.0,151.7,115.1
Каракога,54.904881,70.816818,1726,127.0,92.43,46.0,81.2,104.6,151.3,115.4
Пресновка,54.6686113,67.1452217,6202,149.0,68.19,35.0,61.9,77.6,134.1,98.4
Айыртау,53.1585244,68.333889,478,321.0,15.92,52.0,103.9,124.9,164.6,118.7
Лобаново,53.092365,68.433052,1056,382.0,17.39,58.0,108.6,128.6,167.5,120.0
Баянтай,53.261093,67.929214,270,309.0,6.39,60.0,103.7,128.9,175.3,119.6
Казанка,53.3201718,67.449134,544,222.0,0.57,15.0,109.1,135.8,184.0,122.1
Шукирлик,53.2726138,67.7886323,162,270.0,10.23,24.0,104.4,130.3,177.4,120.2
Глубокое,55.1557926,68.9474596,298,134.0,15.84,45.0,70.5,85.6,143.1,105.8
Налобино,55.2455423,68.7915428,920,147.0,29.83,55.0,70.9,85.0,142.9,105.5
Пресновка,55.0909817,69.0272651,764,111.0,7.84,22.0,70.7,87.0,143.9,106.3
Бостандык,53.948696,71.406944,464,93.0,41.48,-6.0,45.4,74.0,127.2,110.0
Кишкенеколь,53.6357326,72.3411085,6590,139.0,31.34,69.0,33.8,65.7,121.2,109.2
Акжаркын,53.6813187,71.3078338,468,129.0,22.97,15.0,30.8,61.2,123.7,109.2
Камышлово,54.782906,69.674385,203,141.0,37.09,35.0,83.1,104.0,151.4,112.0
Рузаевка,52.821907,66.952431,3339,222.0,0.47,16.0,146.4,158.0,212.7,133.4
Сивковка,52.848736,66.981255,354,223.0,0.48,7.0,146.4,158.0,212.7,133.4
Ломоносовка,52.803749,66.465874,687,198.0,0.65,25.0,125.1,156.0,195.4,131.4
Ставрополка,52.835926,66.559067,571,190.0,1.02,22.0,132.5,156.0,197.5,131.8
Белое,54.936493,69.203117,924,136.0,4.93,41.0,74.2,90.5,147.0,108.1
Новоникольское,55.02475,69.493172,122,137.0,16.44,47.0,73.4,87.9,147.2,107.8
Пеньково,54.965187,69.244598,1079,134.0,7.63,45.0,72.0,87.3,145.6,106.9
Тахтаброд,52.633469,67.579048,1027,269.0,0.6,7.0,156.4,159.2,213.3,135.4
Бесколь,54.775146,69.097794,13149,111.0,3.44,17.0,74.3,95.8,148.2,109.7
Чапаево,54.631702,69.152771,374,142.0,12.16,45.0,82.2,108.3,152.0,113.3
Кырымбет,52.459782,67.76239,30,334.0,12.74,41.0,155.1,161.4,207.1,135.6
Ковыльное,52.5746,67.687767,361,301.0,0.44,16.0,156.9,158.5,211.4,134.8
Сокологоровка,52.507038,67.873611,287,375.0,9.74,66.0,156.6,160.6,205.9,135.5
Привольное,52.6008281,67.8253627,7,315.0,0.39,11.0,156.2,157.9,209.6,134.2
Аканбурлык,52.6149159,68.049995,223,364.0,0.44,8.0,157.4,155.3,207.1,133.6
Акшокы,52.68491,67.880547,21,369.0,9.09,57.0,157.3,152.7,210.4,132.7
Красново,52.5966847,67.907696,19,323.0,0.27,2.0,156.8,156.8,208.3,133.9
Куспек,52.742474,67.998177,568,368.0,12.91,21.0,157.5,151.1,208.3,132.0
Тимирязево,53.7481615,66.4954458,3998,172.0,46.32,39.0,94.2,116.4,157.1,111.8
Вишневка,54.9407291,69.0741755,111,100.0,1.61,9.0,71.3,90.2,146.4,108.0
Якорь,54.959206,69.034576,2060,102.0,3.8,9.0,67.4,86.4,144.4,106.6
Затон,54.8549472,68.9933737,174,107.0,3.31,14.0,68.7,89.5,145.4,107.6
Кривоозёрка,54.8717546,68.99711,142,103.0,3.25,7.0,68.7,89.5,145.4,107.6
Тепличное,54.8329505,69.0915477,785,100.0,2.48,7.0,74.3,95.8,148.2,109.7
Прибрежное,54.819756,69.090256,1793,103.0,2.7,11.0,74.3,95.8,148.2,109.7
Знаменское,54.901402,69.597755,932,145.0,29.97,48.0,78.0,97.6,148.9,109.7
Михайловка,54.892441,69.462555,82,138.0,21.36,41.0,75.9,95.5,148.7,109.2
Байсал,54.895233,69.553108,128,137.0,27.13,40.0,78.0,97.6,148.9,109.7
Ленинское,54.473019,69.182556,1083,142.0,25.44,42.0,74.9,105.2,152.5,114.7
Смирново,54.51453,69.419189,5650,137.0,33.39,40.0,75.4,104.6,153.9,115.7
Рощинское,54.058678,69.143158,419,138.0,42.28,3.0,55.7,87.1,143.0,114.5
Архангельское,54.7801156,68.9461997,845,112.0,1.79,17.0,69.3,91.9,145.7,108.5
Новокаменка,54.711693,68.983734,995,105.0,1.08,11.0,74.3,98.5,148.1,110.4
Петерфельд,54.912373,68.887779,1579,129.0,11.48,33.0,66.6,87.5,144.7,107.3
Подгорное,54.7128156,69.0232742,506,113.0,0.38,12.0,74.3,98.5,148.1,110.4
Боголюбово,54.6174536,68.7288167,1210,111.0,2.59,10.0,69.0,94.4,145.8,109.8
Приишимка,54.611111,68.855843,376,109.0,0.35,11.0,74.7,101.1,147.8,111.0
Водопроводное,54.555283,68.728447,343,117.0,0.77,17.0,69.0,94.4,145.8,109.8
Красная Горка,54.5550524,68.7689396,331,130.0,0.67,28.0,71.6,97.6,146.7,110.4
Новоникольское,54.527195,68.686737,1474,113.0,1.15,12.0,67.5,96.4,147.3,111.5
Золотоноша,52.826229,67.170753,30,303.0,11.82,79.0,150.0,155.3,214.1,133.3
Червонное,53.2771558,66.7276043,1075,195.0,10.34,40.0,102.9,139.1,177.2,122.1
Бахмут,53.9553438,69.6563407,154,147.0,9.36,11.0,42.0,74.4,139.7,113.8
Виноградовка,53.852486,69.885887,181,152.0,2.92,5.0,37.3,69.8,133.3,111.6
Мироновка,53.840008,69.839554,520,154.0,1.12,6.0,29.4,61.6,127.6,108.9
Чермошнянка,53.956871,69.776093,617,145.0,3.94,9.0,42.2,75.5,140.1,114.1
Вишневка,53.928841,70.116203,645,145.0,12.94,5.0,35.7,63.6,130.7,110.6
Зелёный Гай,53.9415782,70.4052003,1323,131.0,8.93,26.0,24.0,56.6,128.5,110.4
Ясная Поляна,53.948624,70.280006,1368,138.0,17.04,33.0,27.6,58.9,129.1,110.3
Новоприречное,53.795761,69.71405,311,161.0,1.16,6.0,30.8,63.1,128.9,109.2
Кантемировское,54.145618,70.074486,133,141.0,21.28,5.0,46.1,79.5,145.7,115.6
Кирово,54.149075,70.3215452,480,135.0,26.05,30.0,50.8,81.9,143.8,114.8
Котовское,54.296768,70.103928,76,135.0,37.04,-1.0,62.2,99.7,150.5,117.2
Многоцветное,53.886616,69.540169,407,160.0,15.52,4.0,36.0,69.6,134.1,110.9
Тендик,53.992543,69.8575413,312,140.0,0.48,5.0,42.9,77.0,139.8,114.0
Заречное,53.770763,69.769211,219,165.0,1.68,9.0,29.4,61.6,127.6,108.9
Надеждинка,53.913223,69.860298,44,144.0,1.7,1.0,37.3,69.8,133.3,111.6
Октябрьское,53.71431,69.668915,46,172.0,0.77,10.0,31.1,62.0,124.5,107.2
Тапшил,53.573334,70.037659,10,207.0,28.69,48.0,27.7,56.7,118.1,104.8
Большой Изюм,53.719046,69.63546,1191,174.0,0.42,8.0,32.3,63.8,125.6,107.6
Драгомировка,53.7520402,69.3697642,522,181.0,17.68,14.0,33.0,67.4,131.4,109.6
Иван-Город,53.7731746,69.3236261,231,179.0,21.26,12.0,34.0,68.7,132.4,109.9
Обуховка,53.679047,69.398209,362,185.0,14.88,16.0,31.4,64.3,127.3,108.1
Белоярка,53.783981,70.242401,109,155.0,26.61,13.0,25.4,54.4,122.5,107.6
Донецкое,53.805855,70.097076,553,153.0,17.18,8.0,28.6,56.5,123.7,107.9
Краснокиевка,53.746407,70.227455,343,149.0,27.91,4.0,24.4,53.9,119.6,106.1
Новогречановка,53.862225,70.424812,382,122.0,12.63,17.0,24.0,56.6,128.5,110.4
Новодворовка,53.849495,70.310371,145,140.0,18.97,35.0,25.8,54.2,122.1,107.7
Подольское,53.829334,70.079849,463,152.0,14.93,10.0,28.6,56.5,123.7,107.9
Агроном,54.190063,70.534271,99,133.0,26.21,34.0,63.7,92.0,143.5,115.0
Ильич,54.142712,70.545845,366,132.0,20.91,33.0,54.8,85.1,140.0,113.6
Молодогвардейское,54.0950466,70.7952992,418,126.0,18.92,40.0,45.9,76.9,135.3,112.3
Возвышенка,54.437664,70.941399,1932,127.0,57.57,41.0,63.9,95.9,143.8,115.5
Золотая Нива,54.2091188,70.8748844,264,127.0,32.51,41.0,54.3,87.6,137.6,113.4
Медвежка,54.870277,70.436485,640,133.0,73.09,48.0,79.1,99.9,151.5,114.0
Новоивановка,53.882401,69.696236,143,159.0,7.8,8.0,36.9,69.4,133.7,111.2
Берёзовка,53.5643554,69.3276584,28,231.0,23.89,61.0,34.3,64.4,123.9,106.5
Горькое,53.630962,69.152756,490,211.0,31.68,41.0,33.3,64.3,125.9,106.8
Летовочное,53.735115,68.980431,541,223.0,36.98,9.0,38.2,71.8,133.5,109.3
Любимовка,53.789822,69.179337,169,181.0,30.86,14.0,35.4,69.8,133.6,110.2
Подлесное,53.714844,68.990486,255,218.0,37.24,4.0,38.2,71.8,133.5,109.3
Трудовая Нива,54.663868,69.194862,65,142.0,11.88,46.0,79.9,103.5,151.0,111.9
Мичурино,53.3954853,66.6237321,406,195.0,24.27,49.0,101.4,136.8,172.1,119.6
Вознесенка,54.67017,68.81662,445,111.0,3.1,9.0,68.2,92.2,145.7,109.1
Надёжка,54.62022,68.811348,316,107.0,2.16,5.0,71.6,97.6,146.7,110.4
Ольшанка,55.009148,69.102615,379,98.0,0.27,9.0,69.6,87.1,145.0,106.8
Соколовка,55.11763,69.203369,2432,103.0,0.46,18.0,68.6,85.6,144.9,106.3
Большая Малышка,55.096394,69.227661,939,97.0,0.89,10.0,68.6,85.6,144.9,106.3
Коктерек,54.489746,69.461533,176,130.0,37.17,33.0,75.3,103.7,153.8,115.8
Григорьевка,54.626225,69.545738,33,137.0,34.17,41.0,80.2,106.0,154.2,114.7
Трудовое,54.552261,69.486176,706,138.0,34.38,42.0,80.2,106.0,154.2,114.7
Кенжегалы,54.540993,69.564445,109,130.0,39.31,34.0,75.6,103.3,153.6,115.9
Аралагаш,54.342682,69.172279,324,129.0,34.78,31.0,62.5,95.8,149.7,115.6
Рублёвка,54.270718,69.143616,617,131.0,38.4,29.0,61.6,94.6,149.0,114.9
Кременчуг,53.897041,69.267227,143,158.0,31.45,-6.0,35.0,69.5,135.5,111.4
Сарыбай,54.0371175,69.1737805,9,128.0,39.98,-7.0,14.8,77.9,140.2,113.6
Асаново,54.853539,69.452156,1231,140.0,21.23,34.0,75.9,95.5,148.7,109.2
Явленка,54.3462508,68.4566996,5928,133.0,0.7,33.0,63.5,95.9,150.1,114.6
Бирликское,53.041672,66.721931,791,179.0,0.67,28.0,126.0,150.8,194.8,127.8
Ефимовка,53.149876,66.773178,383,183.0,0.77,38.0,120.4,142.2,190.1,125.5
Токсан би,52.962101,66.622246,561,185.0,0.43,23.0,121.9,152.3,192.3,127.9
Нежинка,53.059357,66.739822,1206,184.0,1.15,36.0,119.0,143.7,188.1,125.6
Старобелка,52.982792,66.829201,202,241.0,9.21,89.0,136.3,151.5,198.6,128.2
Ивановка,54.631046,69.990372,642,136.0,61.8,42.0,80.8,106.3,154.2,115.6
Полтавка,54.502052,69.781807,807,138.0,53.67,42.0,76.4,106.2,153.7,116.4
Черкасское,54.368376,69.7677017,698,137.0,40.9,2.0,72.1,104.0,152.8,117.2
Власовка,54.199375,69.603462,619,138.0,25.15,3.0,56.0,90.4,148.3,116.8
Киялы,54.200649,69.649261,1705,138.0,24.0,3.0,56.0,90.4,148.3,116.8
Шагалалы,54.1781318,69.5230735,1113,136.0,26.22,1.0,56.2,89.1,147.8,116.5
Астраханка,54.511875,69.232262,735,140.0,24.05,40.0,74.9,105.2,152.5,114.7
Бескудук,54.047737,68.087105,273,165.0,11.58,4.0,75.9,110.1,159.0,117.5
Волошинка,53.889011,67.978714,589,176.0,11.13,6.0,79.6,113.9,161.1,117.3
Орнек,54.143215,67.791847,162,134.0,1.05,22.0,76.3,110.1,157.2,114.8
Ясновка,53.981533,68.216652,613,165.0,0.42,5.0,71.6,106.7,158.3,118.0
Николаевка,54.205807,67.804298,1312,129.0,2.0,17.0,72.6,103.2,153.2,112.8
Спасовка,54.349106,67.721245,135,145.0,18.67,31.0,70.3,96.7,149.2,110.0
Петровка,54.302021,68.221336,1122,123.0,3.57,9.0,66.0,96.1,150.1,113.4
Чириковка,54.399506,68.616119,844,119.0,1.58,16.0,69.6,100.4,148.9,113.3
Тарангул,54.1698,68.429443,489,147.0,13.49,34.0,64.7,99.1,154.3,117.2
Корнеевка,54.00486,68.421883,1969,164.0,7.06,8.0,26.1,98.0,155.7,118.3
Булак,53.870007,68.391533,390,177.0,12.18,-14.0,60.9,95.8,153.1,116.4
Ильинка,54.2030973,68.0059602,944,143.0,1.37,39.0,71.9,105.7,153.4,114.0
Заградовка,53.844063,68.610909,829,168.0,22.14,-24.0,50.9,86.7,146.1,113.7
Володарское,52.661465,66.595833,578,195.0,0.49,18.0,128.4,159.3,198.5,133.6
Жарколь,52.5745729,66.3971613,14,227.0,6.89,49.0,123.2,162.7,196.2,134.1
Целинное,52.6059,66.490768,648,201.0,0.28,19.0,123.9,163.1,196.9,134.3
Виноградовка,55.2200765,69.086532,515,134.0,13.08,40.0,69.6,83.0,144.1,105.9
Гайдуково,55.322174,68.7733,51,136.0,35.34,42.0,71.6,85.1,144.2,105.9
Вагулино,55.150024,69.259735,613,101.0,1.62,7.0,70.3,86.4,145.2,106.1
Бугровое,55.048939,69.720924,564,138.0,23.97,52.0,74.3,91.1,147.9,109.0
Долматово,55.3167772,69.4561447,320,91.0,0.48,8.0,71.8,86.2,147.8,107.4
Байтерек,54.7371426,69.0677151,1666,109.0,1.56,15.0,76.2,100.5,149.5,111.1
Рассвет,54.475815,68.68837,671,141.0,1.62,38.0,67.5,96.4,147.3,111.5
Байтерек,54.9012441,70.0339128,658,135.0,49.83,49.0,82.4,101.7,150.0,111.8
Рявкино,54.979862,70.095688,47,134.0,48.14,49.0,76.1,97.4,149.5,111.6
Лебяжье,55.039898,70.839371,417,122.0,88.38,41.0,81.1,101.8,152.0,115.3
Метлишино,54.969437,69.623795,195,139.0,26.46,49.0,74.7,89.7,147.5,108.4
Ганькино,54.869091,70.119324,168,122.0,56.33,36.0,83.6,102.7,150.4,112.4
Тюменка,54.885094,69.778336,293,139.0,39.93,55.0,72.5,97.5,149.7,111.0
Толмачевка,54.8367908,69.3836859,77,139.0,17.54,33.0,83.8,102.5,150.5,110.8
Плоское,54.774399,69.478127,144,134.0,26.03,28.0,85.3,103.1,150.8,111.1
Гаврино,55.177998,69.963959,126,135.0,30.63,54.0,74.1,91.0,151.0,110.9
Зарослое,55.068386,70.231606,30,133.0,50.91,52.0,73.4,91.8,149.3,111.3
Ташкентка,55.0608911,69.2294455,243,131.0,0.69,41.0,68.6,85.6,144.9,106.3
Новотроицкое,54.941441,70.222183,227,133.0,57.27,48.0,81.8,101.7,150.8,113.0
Октябрьское,55.0304739,70.4233151,425,132.0,63.77,51.0,67.7,92.8,150.7,113.4
Хлебороб,54.962818,70.464844,198,134.0,69.47,53.0,68.2,93.6,151.0,113.8
Суворовка,55.098549,70.318291,38,132.0,54.78,51.0,74.1,92.8,149.7,112.0
Тищенко,54.866947,70.56736,94,130.0,80.56,49.0,83.1,102.5,151.7,114.8
Чистовское,54.895565,70.625801,950,119.0,82.09,38.0,83.1,102.5,151.7,114.8
Украинка,54.844982,70.585289,23,129.0,82.86,48.0,83.2,105.8,151.7,115.3
Майбалык,54.296463,70.509888,235,131.0,38.13,32.0,65.5,99.0,147.1,116.5
Пулеметовка,54.552135,70.423721,133,130.0,67.0,31.0,81.7,108.5,152.5,115.7
Таманское,54.482517,70.512383,462,130.0,58.76,31.0,73.2,105.0,150.0,116.1
Косколь,54.4303762,70.6339942,101,128.0,52.94,34.0,72.3,105.2,148.3,116.8
Советское,54.4322207,70.3431847,1365,135.0,54.79,30.0,71.5,107.7,152.6,117.9
Шандак,54.436375,70.751198,154,126.0,54.35,39.0,66.1,99.3,145.5,116.2
Придорожное,54.498676,70.345047,264,131.0,61.98,26.0,72.9,107.8,152.6,116.6
Достык,54.7590514,70.3366645,207,132.0,74.85,46.0,81.9,103.9,152.0,114.1
Полтавка,54.831326,70.311897,572,132.0,68.71,46.0,81.9,103.9,152.0,114.1
Жанажол,53.982719,67.608635,384,128.0,0.44,8.0,79.9,110.4,160.0,114.8
Жанаталап,53.9700811,67.5499431,98,139.0,1.21,16.0,84.0,110.4,160.3,114.5
Узынжар,53.537678,67.080902,492,156.0,1.21,23.0,97.5,127.1,171.7,117.8
Двинск,54.145901,68.403328,259,149.0,15.23,40.0,74.4,105.9,157.1,119.3
Лавровка,53.454784,68.35746,415,263.0,0.31,9.0,77.6,108.2,155.1,114.1
Дзержинское,53.612789,66.435074,219,178.0,44.57,45.0,92.6,120.5,161.5,114.1
Ленинское,53.3755636,66.3604841,191,200.0,36.35,45.0,102.0,136.9,171.8,119.5
Москворецкое,53.6791,66.362312,517,174.0,51.11,41.0,89.6,113.6,156.0,111.2
Андреевка,52.999763,67.381363,844,289.0,20.0,35.0,143.0,149.0,205.9,129.2
Макарьевка,54.501556,66.350296,111,160.0,94.86,41.0,63.0,79.1,133.6,97.2
Пресноредуть,54.5552732,66.1543393,420,168.0,110.53,44.0,59.0,74.7,130.9,95.7
Дубровное,54.814541,68.091301,690,148.0,47.47,49.0,63.7,78.7,139.2,103.7
Афонькино,54.905602,68.262001,571,147.0,45.86,48.0,66.6,84.7,140.5,104.3
Покровка,54.931152,68.631683,952,143.0,27.07,45.0,67.1,85.4,143.0,106.0
Қызылжар орман шаруашылығы,54.8302185,69.1262021,,103.0,4.72,10.0,74.3,95.8,148.2,109.7
Тепловское,54.8629738,69.2551484,,139.0,8.81,33.0,73.1,90.2,147.7,108.4
Кладбинка,54.736385,67.6147491,506,151.0,61.73,41.0,66.5,84.4,138.8,101.9
Пчелино,54.778366,67.937798,54,149.0,54.25,50.0,59.1,77.2,138.1,102.6
Сенжарка,54.7730787,67.8304133,74,148.0,58.32,41.0,61.2,79.1,137.7,102.0
Екатериновка,54.5942855,66.7049222,132,158.0,81.98,39.0,59.2,74.1,133.5,97.6
Светлое,54.586346,66.634529,57,162.0,84.82,43.0,61.4,75.6,132.9,97.1
Чапаевка,54.5086818,66.5132517,85,162.0,86.13,43.0,64.8,81.1,134.8,97.7
Будённое,54.623726,66.513252,488,160.0,93.51,41.0,59.7,75.3,131.9,96.5
Кабань,54.6611966,66.4859984,77,162.0,97.5,43.0,60.6,74.2,130.6,96.0
Калиновка,54.5925449,66.4565179,87,166.0,94.34,47.0,59.7,75.3,131.9,96.5
Казанка,54.718452,66.954659,596,146.0,80.4,32.0,59.1,75.2,133.2,97.9
Узынколь,54.59211,67.152664,167,149.0,61.44,35.0,62.3,79.5,137.5,100.6
Айымжан,54.543686,67.090912,223,153.0,60.6,39.0,65.8,83.5,139.5,101.7
Святодуховка,54.484962,66.783897,354,153.0,70.25,34.0,66.8,82.0,137.1,99.6
Благовещенка,54.369076,66.97139,2806,157.0,52.84,38.0,70.5,88.5,141.7,102.7
Украинское,54.116165,66.659279,426,166.0,56.6,48.0,78.8,98.8,149.8,106.3
Новое,54.091621,66.53981,58,164.0,62.79,43.0,75.6,93.2,147.1,104.6
Кайранколь,54.032894,66.369087,653,165.0,69.36,32.0,73.6,96.4,147.5,105.7
Комсомольское,53.754959,66.402031,419,171.0,52.05,38.0,82.0,105.3,151.4,108.8
Хмельницкое,53.824615,66.061569,449,181.0,75.52,48.0,91.0,108.8,149.8,107.2
2632 км,54.8565139,69.2607726,,139.0,9.43,33.0,73.1,90.2,147.7,108.4
Краснознамённое,54.976139,68.806702,654,134.0,18.46,41.0,66.6,84.2,143.9,106.4
Горьковское,54.1858669,71.9383977,653,116.0,56.82,66.0,43.2,76.8,131.0,110.6
Арыкбалык,52.953907,68.198669,2050,392.0,5.4,66.0,133.6,133.8,180.5,123.9
Петровка,53.6162693,70.4615564,1204,166.0,14.34,24.0,24.5,51.8,116.9,105.8
Чкалово,53.625412,70.43367,2849,167.0,16.1,25.0,22.5,50.1,116.4,105.1
Нижний Бурлук,52.771709,68.169281,584,369.0,12.65,-3.0,138.2,144.8,195.8,128.0
Айсаринское,53.294186,71.898643,235,181.0,25.75,17.0,33.2,70.6,117.7,108.6
Аккудык,53.128433,72.34227,189,174.0,38.11,76.0,38.2,74.0,114.8,109.2
Золотая Нива,52.962009,71.943108,47,195.0,56.68,31.0,34.7,74.6,112.7,109.1
Карсаковка,52.798553,67.771004,101,288.0,1.98,6.0,149.4,150.4,207.1,131.9
Шоптыколь,52.43047,66.749649,415,204.0,0.47,18.0,133.9,161.8,199.5,136.0
Ялты,52.4594302,67.194389,381,274.0,0.74,13.0,142.9,163.7,208.6,136.4
Верхний Бурлук,52.839413,68.307625,217,416.0,14.53,29.0,138.5,143.7,194.1,127.6
Боровское,54.875137,68.8351312,163,131.0,12.81,33.0,67.4,87.1,143.8,106.7
Кондратовка,54.884083,68.808029,561,133.0,14.79,35.0,67.4,87.1,143.8,106.7
Измайловка,54.8892174,68.8511832,13,130.0,12.77,37.0,66.6,87.5,144.7,107.3
Актуесай,53.9165399,72.6553586,605,66.0,2.31,16.0,43.1,72.7,126.5,109.8
Бидайык,54.0295008,72.7368342,850,124.0,11.93,76.0,55.6,79.6,126.9,109.6
Целинное,53.9890371,66.0713217,184,168.0,83.94,35.0,79.9,95.6,143.4,103.5
Караагаш,54.323322,68.899139,176,134.0,21.63,29.0,73.7,102.2,148.7,114.4
Куприяновка,53.3391,66.959091,224,179.0,1.74,40.0,104.3,136.1,180.6,122.0
Акбулак,53.406972,72.4177394,429,128.0,44.43,58.0,36.3,68.5,119.1,109.2
Вознесенка,55.020363,68.95623,122,108.0,9.56,18.0,67.4,86.4,144.4,106.6
Каратал,53.86311,67.467735,465,148.0,2.46,16.0,84.5,115.0,163.1,115.4
Ыскака Ыбыраева,53.933348,67.5846568,463,140.0,2.35,24.0,81.6,114.9,163.0,115.8
Арай,53.752785,67.547203,710,178.0,9.07,44.0,99.3,121.9,166.3,116.5
Ленинградское,53.534927,71.546295,2296,131.0,0.63,10.0,32.5,65.8,120.0,109.2
Краснокаменка,53.731476,68.891396,284,229.0,31.17,15.0,41.1,74.4,135.5,109.7
Саумалколь,53.2940231,68.1060457,11639,306.0,14.35,45.0,102.5,122.3,168.8,118.6
Разгульное,52.396862,66.681755,364,204.0,0.39,12.0,133.9,161.8,199.5,136.0
Белое,55.061985,68.476593,643,138.0,40.47,48.0,68.6,81.2,142.4,105.0
Воскресеновка,54.880726,68.470741,840,142.0,34.22,44.0,67.9,86.3,142.4,105.6
Андреевка,54.515923,68.276672,540,142.0,18.46,35.0,65.1,90.5,145.5,110.0
Кызыласкер,54.426903,67.804146,423,156.0,25.48,46.0,64.7,90.1,146.2,108.9
Леденёво,54.699867,68.538467,520,137.0,17.02,38.0,68.0,90.6,143.0,107.3
Бике,54.614407,67.66539,326,149.0,47.79,39.0,61.4,82.1,141.4,104.2
Новомихайловка,54.654854,68.193947,780,140.0,33.91,38.0,68.3,87.2,141.3,105.7
Берёзовка,55.0142306,69.1710894,435,134.0,2.65,44.0,72.0,87.3,145.6,106.9
Ақсуат,53.612885,66.558327,682,182.0,36.64,49.0,91.9,120.7,162.9,114.7
Есиль,53.58086,66.803749,87,178.0,20.07,45.0,98.9,122.3,165.5,115.6
Антоновка,53.315826,68.434509,1044,285.0,14.19,25.0,86.4,116.5,156.6,116.1
Горное,53.841141,68.541351,195,164.0,17.82,-28.0,55.2,90.6,148.7,114.3
Орлиногорское,53.8115673,68.538841,45,226.0,16.51,34.0,55.2,90.6,148.7,114.3
Белоградовка,53.464417,66.630424,337,192.0,27.11,52.0,101.4,127.6,167.5,117.1
Приозёрное,53.749657,66.561279,10,174.0,42.74,41.0,91.2,114.8,158.6,112.6
Дашко-Николаевка,53.927147,70.341217,321,136.0,13.35,31.0,27.6,58.9,129.1,110.3
Карлуга,54.62233,68.881004,110,108.0,1.42,9.0,74.7,101.1,147.8,111.0
Новопокровка,53.729725,67.751305,620,184.0,22.72,50.0,94.8,117.0,166.9,117.3
Щучье,55.152699,68.504646,130,137.0,41.21,42.0,70.3,84.3,142.0,104.5
Караганды,54.666092,71.055885,568,130.0,83.98,44.0,78.3,104.6,144.2,114.7
