name,lat,lon,score,factors_json
Ганькино,54.8872159,70.1104856,0.0,"[{""name"": ""Осадки Nov–Mar 109 мм"", ""impact"": -1.17}, {""name"": ""Снегозапас 84% нормы"", ""impact"": 0.84}, {""name"": ""Река в 54.6 км"", ""impact"": -0.49}, {""name"": ""Превышение над рекой 50 м"", ""impact"": -0.48}]"
Новоишимское,53.2025913,66.7929531,1.0,"[{""name"": ""Река в 2.4 км"", ""impact"": 2.26}, {""name"": ""Население 7474"", ""impact"": 1.73}, {""name"": ""Осадки Nov–Mar 132 мм"", ""impact"": 1.66}, {""name"": ""Высота 183 м"", ""impact"": -1.65}]"
Сергеевка,53.880951,67.415863,2.0,"[{""name"": ""Осадки Nov–Mar 125 мм"", ""impact"": 2.34}, {""name"": ""Население 8112"", ""impact"": 1.61}, {""name"": ""Снегозапас 83 мм"", ""impact"": -1.51}, {""name"": ""Снегозапас 110% нормы"", ""impact"": 1.29}]"
Имантау,52.9767986,68.3662059,0.7,"[{""name"": ""Осадки Nov–Mar 132 мм"", ""impact"": 1.8}, {""name"": ""Осадки 92% нормы"", ""impact"": 1.63}, {""name"": ""Высота 331 м"", ""impact"": -1.47}, {""name"": ""Превышение над рекой 6 м"", ""impact"": 1.12}]"
Тайынша,53.847736,69.761436,0.2,"[{""name"": ""Река в 2.1 км"", ""impact"": 2.38}, {""name"": ""Осадки Nov–Mar 106 мм"", ""impact"": -2.16}, {""name"": ""Население 13037"", ""impact"": 1.6}, {""name"": ""Снегозапас 56 мм"", ""impact"": -1.45}]"
Чистополье,52.5617672,67.250694,0.7,"[{""name"": ""Высота 268 м"", ""impact"": -1.65}, {""name"": ""Осадки Nov–Mar 135 мм"", ""impact"": 1.62}, {""name"": ""Население 2078"", ""impact"": 1.6}, {""name"": ""Снегозапас 86% нормы"", ""impact"": 1.26}]"
Леонидовка,53.967728,69.529213,0.0,"[{""name"": ""Осадки Nov–Mar 106 мм"", ""impact"": -1.73}, {""name"": ""Снегозапас 105% нормы"", ""impact"": 1.27}, {""name"": ""Снегозапас 57 мм"", ""impact"": -0.98}, {""name"": ""Превышение над рекой 14 м"", ""impact"": 0.65}]"
Талшик,53.6433864,71.8767545,0.1,"[{""name"": ""Осадки 100% нормы"", ""impact"": 2.22}, {""name"": ""Осадки Nov–Mar 111 мм"", ""impact"": -1.78}, {""name"": ""Снегозапас 59 мм"", ""impact"": -1.47}, {""name"": ""Превышение над рекой -37 м"", ""impact"": 0.87}]"
Казанское,53.758011,71.667969,0.2,"[{""name"": ""Осадки 96% нормы"", ""impact"": 2.32}, {""name"": ""Осадки Nov–Mar 109 мм"", ""impact"": -1.84}, {""name"": ""Превышение над рекой -3 м"", ""impact"": 1.18}, {""name"": ""Снегозапас 53 мм"", ""impact"": -1.06}]"
Аксай,53.8858349,71.7522188,0.3,"[{""name"": ""Осадки 93% нормы"", ""impact"": 2.39}, {""name"": ""Осадки Nov–Mar 108 мм"", ""impact"": -1.68}, {""name"": ""Превышение над рекой -11 м"", ""impact"": 1.03}, {""name"": ""Снегозапас 59 мм"", ""impact"": -0.73}]"
Восходское,54.0110223,71.7696188,0.2,"[{""name"": ""Осадки 91% нормы"", ""impact"": 2.34}, {""name"": ""Осадки Nov–Mar 105 мм"", ""impact"": -1.8}, {""name"": ""Превышение над рекой -29 м"", ""impact"": 1.05}, {""name"": ""Снегозапас 67 мм"", ""impact"": -1.01}]"
