name,lat,lon,score,factors_json
Ганькино,54.8872159,70.1104856,3.9,"[{""name"": ""Осадки Nov–Mar 148 мм"", ""impact"": 2.47}, {""name"": ""Осадки 111% нормы"", ""impact"": 2.3}, {""name"": ""Снегозапас 92% нормы"", ""impact"": 1.15}, {""name"": ""Превышение над рекой 50 м"", ""impact"": -0.84}]"
Новоишимское,53.2025913,66.7929531,1.0,"[{""name"": ""Население 7474"", ""impact"": 1.73}, {""name"": ""Высота 183 м"", ""impact"": -1.65}, {""name"": ""Осадки Nov–Mar 150 мм"", ""impact"": 1.61}, {""name"": ""Река в 2.4 км"", ""impact"": 1.41}]"
Сергеевка,53.880951,67.415863,2.0,"[{""name"": ""Осадки Nov–Mar 152 мм"", ""impact"": 2.3}, {""name"": ""Население 8112"", ""impact"": 1.61}, {""name"": ""Снегозапас 72 мм"", ""impact"": -1.51}, {""name"": ""Снегозапас 95% нормы"", ""impact"": 1.29}]"
Имантау,52.9767986,68.3662059,0.7,"[{""name"": ""Осадки Nov–Mar 144 мм"", ""impact"": 1.8}, {""name"": ""Осадки 101% нормы"", ""impact"": 1.63}, {""name"": ""Высота 331 м"", ""impact"": -1.47}, {""name"": ""Превышение над рекой 6 м"", ""impact"": 1.12}]"
Тайынша,53.847736,69.761436,28.5,"[{""name"": ""Река в 2.1 км"", ""impact"": 1.9}, {""name"": ""Превышение над рекой 7 м"", ""impact"": 1.68}, {""name"": ""Осадки Nov–Mar 122 мм"", ""impact"": 1.62}, {""name"": ""Снегозапас 49 мм"", ""impact"": -1.57}]"
Чистополье,52.5617672,67.250694,0.5,"[{""name"": ""Высота 268 м"", ""impact"": -2.01}, {""name"": ""Осадки Nov–Mar 162 мм"", ""impact"": 1.6}, {""name"": ""Население 2078"", ""impact"": 1.56}, {""name"": ""Снегозапас 104% нормы"", ""impact"": 1.25}]"
Леонидовка,53.967728,69.529213,46.3,"[{""name"": ""Осадки Nov–Mar 128 мм"", ""impact"": 2.77}, {""name"": ""Осадки 104% нормы"", ""impact"": 2.19}, {""name"": ""Снегозапас 95% нормы"", ""impact"": 1.89}, {""name"": ""Снегозапас 52 мм"", ""impact"": -1.17}]"
Талшик,53.6433864,71.8767545,17.4,"[{""name"": ""Осадки Nov–Mar 128 мм"", ""impact"": 2.6}, {""name"": ""Осадки 116% нормы"", ""impact"": 2.05}, {""name"": ""Снегозапас 65 мм"", ""impact"": -1.6}, {""name"": ""Превышение над рекой -37 м"", ""impact"": 1.41}]"
Казанское,53.758011,71.667969,47.4,"[{""name"": ""Осадки Nov–Mar 131 мм"", ""impact"": 2.74}, {""name"": ""Осадки 115% нормы"", ""impact"": 2.17}, {""name"": ""Превышение над рекой -3 м"", ""impact"": 1.86}, {""name"": ""Высота 111 м"", ""impact"": 1.33}]"
Аксай,53.8858349,71.7522188,34.5,"[{""name"": ""Осадки Nov–Mar 132 мм"", ""impact"": 2.86}, {""name"": ""Осадки 115% нормы"", ""impact"": 2.24}, {""name"": ""Превышение над рекой -11 м"", ""impact"": 1.67}, {""name"": ""Высота 103 м"", ""impact"": 1.15}]"
Восходское,54.0110223,71.7696188,38.3,"[{""name"": ""Осадки Nov–Mar 133 мм"", ""impact"": 2.71}, {""name"": ""Осадки 115% нормы"", ""impact"": 2.2}, {""name"": ""Превышение над рекой -29 м"", ""impact"": 1.71}, {""name"": ""Высота 85 м"", ""impact"": 1.33}]"
Баймырза,54.1895179,71.7826683,2.9,"[{""name"": ""Осадки Nov–Mar 137 мм"", ""impact"": 2.34}, {""name"": ""Осадки 116% нормы"", ""impact"": 2.3}, {""name"": ""Снегозапас 110% нормы"", ""impact"": 1.28}, {""name"": ""Превышение над рекой 61 м"", ""impact"": -0.97}]"
Амандык,53.467529,70.401955,0.6,"[{""name"": ""Осадки 108% нормы"", ""impact"": 2.39}, {""name"": ""Снегозапас 128% нормы"", ""impact"": 1.4}, {""name"": ""Осадки Nov–Mar 119 мм"", ""impact"": 0.69}, {""name"": ""Снегозапас 49 мм"", ""impact"": -0.66}]"
Жанадаур,53.39994,70.478836,0.5,"[{""name"": ""Осадки 109% нормы"", ""impact"": 2.36}, {""name"": ""Снегозапас 124% нормы"", ""impact"": 1.15}, {""name"": ""Превышение над рекой 75 м"", ""impact"": -0.62}, {""name"": ""Осадки Nov–Mar 118 мм"", ""impact"": 0.59}]"
Ильичёвка,53.502098,70.388092,0.4,"[{""name"": ""Осадки 108% нормы"", ""impact"": 2.37}, {""name"": ""Снегозапас 128% нормы"", ""impact"": 1.29}, {""name"": ""Снегозапас 49 мм"", ""impact"": -0.66}, {""name"": ""Превышение над рекой 69 м"", ""impact"": -0.65}]"
Келлеровка,53.8399016,69.3021305,1.0,"[{""name"": ""Осадки 103% нормы"", ""impact"": 2.02}, {""name"": ""Осадки Nov–Mar 124 мм"", ""impact"": 1.75}, {""name"": ""Высота 169 м"", ""impact"": -1.23}, {""name"": ""Снегозапас 48 мм"", ""impact"": -1.22}]"
Черниговское,53.9016285,69.0069999,27.7,"[{""name"": ""Осадки Nov–Mar 126 мм"", ""impact"": 2.98}, {""name"": ""Осадки 101% нормы"", ""impact"": 2.24}, {""name"": ""Превышение над рекой -55 м"", ""impact"": 1.37}, {""name"": ""Снегозапас 51 мм"", ""impact"": -0.93}]"
Красная Поляна,53.941536,68.982285,29.8,"[{""name"": ""Осадки Nov–Mar 126 мм"", ""impact"": 2.83}, {""name"": ""Осадки 101% нормы"", ""impact"": 2.19}, {""name"": ""Превышение над рекой -1 м"", ""impact"": 1.41}, {""name"": ""Снегозапас 89% нормы"", ""impact"": 1.28}]"
Доброжановка,53.966927,69.049385,27.7,"[{""name"": ""Осадки Nov–Mar 128 мм"", ""impact"": 2.99}, {""name"": ""Осадки 102% нормы"", ""impact"": 2.24}, {""name"": ""Превышение над рекой -15 м"", ""impact"": 1.37}, {""name"": ""Снегозапас 49 мм"", ""impact"": -0.94}]"
Глубокое,53.856407,69.045097,4.8,"[{""name"": ""Осадки 101% нормы"", ""impact"": 2.21}, {""name"": ""Осадки Nov–Mar 126 мм"", ""impact"": 2.03}, {""name"": ""Превышение над рекой 2 м"", ""impact"": 1.49}, {""name"": ""Высота 169 м"", ""impact"": -1.09}]"
Нагорное,53.961876,69.410736,43.3,"[{""name"": ""Осадки Nov–Mar 127 мм"", ""impact"": 2.93}, {""name"": ""Осадки 104% нормы"", ""impact"": 2.24}, {""name"": ""Снегозапас 94% нормы"", ""impact"": 1.48}, {""name"": ""Превышение над рекой 14 м"", ""impact"": 0.99}]"
Дружба,52.586021,66.491188,0.2,"[{""name"": ""Снегозапас 99% нормы"", ""impact"": 2.03}, {""name"": ""Осадки Nov–Mar 146 мм"", ""impact"": 1.72}, {""name"": ""Высота 201 м"", ""impact"": -1.55}, {""name"": ""Осадки 99% нормы"", ""impact"": 0.94}]"
Дауит,53.6091041,71.4755852,59.6,"[{""name"": ""Осадки Nov–Mar 128 мм"", ""impact"": 2.87}, {""name"": ""Превышение над рекой -3 м"", ""impact"": 1.87}, {""name"": ""Осадки 116% нормы"", ""impact"": 1.73}, {""name"": ""Высота 117 м"", ""impact"": 1.45}]"
Алкатерек,53.45146,71.244014,1.1,"[{""name"": ""Осадки 115% нормы"", ""impact"": 2.19}, {""name"": ""Осадки Nov–Mar 127 мм"", ""impact"": 1.68}, {""name"": ""Снегозапас 125% нормы"", ""impact"": 1.5}, {""name"": ""Высота 219 м"", ""impact"": -0.82}]"
Целинное,53.5573909,70.7104133,3.9,"[{""name"": ""Осадки 108% нормы"", ""impact"": 2.04}, {""name"": ""Снегозапас 116% нормы"", ""impact"": 1.53}, {""name"": ""Осадки Nov–Mar 120 мм"", ""impact"": 1.11}, {""name"": ""Снегозапас 58 мм"", ""impact"": -0.77}]"
Аккудук,53.655956,70.810074,6.1,"[{""name"": ""Осадки 108% нормы"", ""impact"": 1.98}, {""name"": ""Снегозапас 113% нормы"", ""impact"": 1.94}, {""name"": ""Осадки Nov–Mar 122 мм"", ""impact"": 1.53}, {""name"": ""Снегозапас 57 мм"", ""impact"": -1.29}]"
Мамлютка,54.9376951,68.5386509,1.8,"[{""name"": ""Осадки Nov–Mar 159 мм"", ""impact"": 2.26}, {""name"": ""Осадки 118% нормы"", ""impact"": 2.13}, {""name"": ""Снегозапас 78 мм"", ""impact"": -1.26}, {""name"": ""Снегозапас 99% нормы"", ""impact"": 0.97}]"
Покровка,54.3010634,68.3552371,16.7,"[{""name"": ""Осадки Nov–Mar 146 мм"", ""impact"": 2.19}, {""name"": ""Население 1643"", ""impact"": 2.18}, {""name"": ""Высота 116 м"", ""impact"": 1.56}, {""name"": ""Снегозапас 67 мм"", ""impact"": -1.53}]"
Петропавловск,54.8668104,69.1334984,80.5,"[{""name"": ""Население 222703"", ""impact"": 3.0}, {""name"": ""Река в 2.0 км"", ""impact"": 2.76}, {""name"": ""Осадки Nov–Mar 157 мм"", ""impact"": 2.48}, {""name"": ""Снегозапас 75 мм"", ""impact"": -1.8}]"
Булаево,54.896652,70.447189,1.8,"[{""name"": ""Осадки Nov–Mar 147 мм"", ""impact"": 2.22}, {""name"": ""Осадки 110% нормы"", ""impact"": 2.13}, {""name"": ""Снегозапас 72 мм"", ""impact"": -1.26}, {""name"": ""Снегозапас 91% нормы"", ""impact"": 0.97}]"
Токуши,54.85788,69.717262,1.8,"[{""name"": ""Осадки Nov–Mar 152 мм"", ""impact"": 2.26}, {""name"": ""Осадки 113% нормы"", ""impact"": 2.13}, {""name"": ""Снегозапас 72 мм"", ""impact"": -1.26}, {""name"": ""Снегозапас 94% нормы"", ""impact"": 0.98}]"
Полудино,54.862617,69.919205,1.8,"[{""name"": ""Осадки Nov–Mar 150 мм"", ""impact"": 2.22}, {""name"": ""Осадки 111% нормы"", ""impact"": 2.13}, {""name"": ""Снегозапас 72 мм"", ""impact"": -1.26}, {""name"": ""Снегозапас 92% нормы"", ""impact"": 0.98}]"
Чистое,54.915241,70.724121,3.9,"[{""name"": ""Осадки Nov–Mar 145 мм"", ""impact"": 2.43}, {""name"": ""Осадки 110% нормы"", ""impact"": 2.3}, {""name"": ""Снегозапас 90% нормы"", ""impact"": 1.16}, {""name"": ""Превышение над рекой 37 м"", ""impact"": -0.91}]"
Каракога,54.904881,70.816818,1.8,"[{""name"": ""Осадки Nov–Mar 144 мм"", ""impact"": 2.22}, {""name"": ""Осадки 110% нормы"", ""impact"": 2.13}, {""name"": ""Снегозапас 71 мм"", ""impact"": -1.26}, {""name"": ""Снегозапас 91% нормы"", ""impact"": 0.97}]"
Пресновка,54.6686113,67.1452217,1.9,"[{""name"": ""Осадки Nov–Mar 160 мм"", ""impact"": 2.28}, {""name"": ""Осадки 117% нормы"", ""impact"": 2.13}, {""name"": ""Снегозапас 83 мм"", ""impact"": -1.25}, {""name"": ""Снегозапас 104% нормы"", ""impact"": 0.97}]"
Айыртау,53.1585244,68.333889,1.1,"[{""name"": ""Осадки 99% нормы"", ""impact"": 2.19}, {""name"": ""Осадки Nov–Mar 138 мм"", ""impact"": 1.68}, {""name"": ""Снегозапас 93% нормы"", ""impact"": 1.5}, {""name"": ""Высота 321 м"", ""impact"": -0.82}]"
Лобаново,53.092365,68.433052,0.6,"[{""name"": ""Осадки 100% нормы"", ""impact"": 2.19}, {""name"": ""Осадки Nov–Mar 140 мм"", ""impact"": 1.66}, {""name"": ""Снегозапас 96% нормы"", ""impact"": 1.37}, {""name"": ""Высота 382 м"", ""impact"": -0.85}]"
Баянтай,53.261093,67.929214,0.7,"[{""name"": ""Осадки 99% нормы"", ""impact"": 1.87}, {""name"": ""Осадки Nov–Mar 145 мм"", ""impact"": 1.73}, {""name"": ""Снегозапас 92% нормы"", ""impact"": 1.42}, {""name"": ""Высота 309 м"", ""impact"": -0.95}]"
Казанка,53.3201718,67.449134,0.5,"[{""name"": ""Снегозапас 91% нормы"", ""impact"": 2.08}, {""name"": ""Высота 222 м"", ""impact"": -1.83}, {""name"": ""Осадки Nov–Mar 150 мм"", ""impact"": 1.75}, {""name"": ""Осадки 100% нормы"", ""impact"": 0.94}]"
Шукирлик,53.2726138,67.7886323,1.9,"[{""name"": ""Осадки 99% нормы"", ""impact"": 1.87}, {""name"": ""Осадки Nov–Mar 146 мм"", ""impact"": 1.84}, {""name"": ""Снегозапас 92% нормы"", ""impact"": 1.8}, {""name"": ""Высота 270 м"", ""impact"": -1.1}]"
Налобино,55.2455423,68.7915428,2.1,"[{""name"": ""Осадки Nov–Mar 156 мм"", ""impact"": 2.35}, {""name"": ""Осадки 115% нормы"", ""impact"": 2.12}, {""name"": ""Снегозапас 94% нормы"", ""impact"": 1.48}, {""name"": ""Снегозапас 78 мм"", ""impact"": -1.13}]"
Бостандык,53.948696,71.406944,39.4,"[{""name"": ""Осадки Nov–Mar 132 мм"", ""impact"": 2.71}, {""name"": ""Осадки 114% нормы"", ""impact"": 2.15}, {""name"": ""Превышение над рекой -6 м"", ""impact"": 1.69}, {""name"": ""Высота 93 м"", ""impact"": 1.33}]"
Кишкенеколь,53.6357326,72.3411085,1.8,"[{""name"": ""Осадки Nov–Mar 128 мм"", ""impact"": 2.27}, {""name"": ""Осадки 116% нормы"", ""impact"": 2.13}, {""name"": ""Снегозапас 65 мм"", ""impact"": -1.29}, {""name"": ""Снегозапас 126% нормы"", ""impact"": 0.97}]"
Акжаркын,53.6813187,71.3078338,40.1,"[{""name"": ""Осадки Nov–Mar 129 мм"", ""impact"": 2.7}, {""name"": ""Осадки 114% нормы"", ""impact"": 2.19}, {""name"": ""Снегозапас 121% нормы"", ""impact"": 1.86}, {""name"": ""Снегозапас 61 мм"", ""impact"": -1.29}]"
Камышлово,54.782906,69.674385,2.9,"[{""name"": ""Осадки Nov–Mar 153 мм"", ""impact"": 2.36}, {""name"": ""Осадки 113% нормы"", ""impact"": 2.3}, {""name"": ""Снегозапас 95% нормы"", ""impact"": 1.32}, {""name"": ""Превышение над рекой 35 м"", ""impact"": -0.95}]"
Рузаевка,52.821907,66.952431,1.0,"[{""name"": ""Высота 222 м"", ""impact"": -1.92}, {""name"": ""Осадки Nov–Mar 160 мм"", ""impact"": 1.61}, {""name"": ""Население 3339"", ""impact"": 1.53}, {""name"": ""Снегозапас 98% нормы"", ""impact"": 1.29}]"
Сивковка,52.848736,66.981255,0.5,"[{""name"": ""Высота 223 м"", ""impact"": -1.92}, {""name"": ""Осадки Nov–Mar 160 мм"", ""impact"": 1.84}, {""name"": ""Превышение над рекой 7 м"", ""impact"": 1.69}, {""name"": ""Снегозапас 98% нормы"", ""impact"": 1.35}]"
Ломоносовка,52.803749,66.465874,0.2,"[{""name"": ""Снегозапас 94% нормы"", ""impact"": 2.03}, {""name"": ""Осадки Nov–Mar 148 мм"", ""impact"": 1.72}, {""name"": ""Высота 198 м"", ""impact"": -1.55}, {""name"": ""Осадки 99% нормы"", ""impact"": 0.94}]"
Ставрополка,52.835926,66.559067,0.2,"[{""name"": ""Снегозапас 92% нормы"", ""impact"": 2.03}, {""name"": ""Осадки Nov–Mar 149 мм"", ""impact"": 1.72}, {""name"": ""Высота 190 м"", ""impact"": -1.55}, {""name"": ""Осадки 99% нормы"", ""impact"": 0.94}]"
Белое,54.936493,69.203117,3.9,"[{""name"": ""Осадки Nov–Mar 157 мм"", ""impact"": 2.49}, {""name"": ""Осадки 116% нормы"", ""impact"": 1.78}, {""name"": ""Снегозапас 94% нормы"", ""impact"": 1.58}, {""name"": ""Снегозапас 77 мм"", ""impact"": -1.15}]"
Новоникольское,55.02475,69.493172,3.2,"[{""name"": ""Осадки Nov–Mar 157 мм"", ""impact"": 2.47}, {""name"": ""Осадки 115% нормы"", ""impact"": 2.24}, {""name"": ""Снегозапас 90% нормы"", ""impact"": 1.16}, {""name"": ""Превышение над рекой 47 м"", ""impact"": -0.95}]"
Пеньково,54.965187,69.244598,2.1,"[{""name"": ""Осадки Nov–Mar 158 мм"", ""impact"": 2.44}, {""name"": ""Осадки 116% нормы"", ""impact"": 1.8}, {""name"": ""Снегозапас 93% нормы"", ""impact"": 1.45}, {""name"": ""Снегозапас 77 мм"", ""impact"": -1.14}]"
Тахтаброд,52.633469,67.579048,0.8,"[{""name"": ""Высота 269 м"", ""impact"": -2.39}, {""name"": ""Превышение над рекой 7 м"", ""impact"": 1.81}, {""name"": ""Осадки Nov–Mar 163 мм"", ""impact"": 1.76}, {""name"": ""Снегозапас 105% нормы"", ""impact"": 1.46}]"
Бесколь,54.775146,69.097794,76.5,"[{""name"": ""Осадки Nov–Mar 156 мм"", ""impact"": 2.39}, {""name"": ""Население 13149"", ""impact"": 2.35}, {""name"": ""Высота 111 м"", ""impact"": 1.88}, {""name"": ""Снегозапас 75 мм"", ""impact"": -1.8}]"
Чапаево,54.631702,69.152771,2.4,"[{""name"": ""Осадки Nov–Mar 152 мм"", ""impact"": 2.36}, {""name"": ""Осадки 113% нормы"", ""impact"": 2.23}, {""name"": ""Снегозапас 100% нормы"", ""impact"": 1.35}, {""name"": ""Превышение над рекой 45 м"", ""impact"": -1.04}]"
Кырымбет,52.459782,67.76239,1.4,"[{""name"": ""Осадки 106% нормы"", ""impact"": 2.26}, {""name"": ""Осадки Nov–Mar 162 мм"", ""impact"": 1.84}, {""name"": ""Снегозапас 110% нормы"", ""impact"": 1.18}, {""name"": ""Высота 334 м"", ""impact"": -0.92}]"
Ковыльное,52.5746,67.687767,0.3,"[{""name"": ""Снегозапас 105% нормы"", ""impact"": 1.86}, {""name"": ""Высота 301 м"", ""impact"": -1.72}, {""name"": ""Осадки Nov–Mar 163 мм"", ""impact"": 1.67}, {""name"": ""Река в 0.4 км"", ""impact"": -1.64}]"
Сокологоровка,52.507038,67.873611,0.6,"[{""name"": ""Осадки 106% нормы"", ""impact"": 1.88}, {""name"": ""Осадки Nov–Mar 162 мм"", ""impact"": 1.8}, {""name"": ""Снегозапас 110% нормы"", ""impact"": 1.43}, {""name"": ""Высота 375 м"", ""impact"": -1.1}]"
Привольное,52.6008281,67.8253627,0.2,"[{""name"": ""Осадки Nov–Mar 163 мм"", ""impact"": 1.83}, {""name"": ""Река в 0.4 км"", ""impact"": -1.77}, {""name"": ""Высота 315 м"", ""impact"": -1.62}, {""name"": ""Снегозапас 107% нормы"", ""impact"": 1.56}]"
Аканбурлык,52.6149159,68.049995,0.0,"[{""name"": ""Осадки Nov–Mar 163 мм"", ""impact"": 1.71}, {""name"": ""Высота 364 м"", ""impact"": -1.59}, {""name"": ""Река в 0.4 км"", ""impact"": -1.55}, {""name"": ""Снегозапас 108% нормы"", ""impact"": 1.35}]"
Акшокы,52.68491,67.880547,0.8,"[{""name"": ""Осадки Nov–Mar 164 мм"", ""impact"": 1.88}, {""name"": ""Осадки 103% нормы"", ""impact"": 1.87}, {""name"": ""Снегозапас 105% нормы"", ""impact"": 1.24}, {""name"": ""Высота 369 м"", ""impact"": -1.05}]"
Красново,52.5966847,67.907696,0.2,"[{""name"": ""Осадки Nov–Mar 163 мм"", ""impact"": 1.88}, {""name"": ""Река в 0.3 км"", ""impact"": -1.81}, {""name"": ""Высота 323 м"", ""impact"": -1.75}, {""name"": ""Превышение над рекой 2 м"", ""impact"": 1.75}]"
Куспек,52.742474,67.998177,7.7,"[{""name"": ""Осадки 104% нормы"", ""impact"": 2.2}, {""name"": ""Снегозапас 105% нормы"", ""impact"": 2.0}, {""name"": ""Осадки Nov–Mar 164 мм"", ""impact"": 1.9}, {""name"": ""Высота 368 м"", ""impact"": -1.32}]"
Тимирязево,53.7481615,66.4954458,0.5,"[{""name"": ""Осадки 109% нормы"", ""impact"": 2.13}, {""name"": ""Осадки Nov–Mar 153 мм"", ""impact"": 1.58}, {""name"": ""Снегозапас 100% нормы"", ""impact"": 0.97}, {""name"": ""Снегозапас 80 мм"", ""impact"": -0.96}]"
Вишневка,54.9407291,69.0741755,6.7,"[{""name"": ""Осадки Nov–Mar 157 мм"", ""impact"": 2.76}, {""name"": ""Высота 100 м"", ""impact"": 1.78}, {""name"": ""Снегозапас 95% нормы"", ""impact"": 1.14}, {""name"": ""Снегозапас 75 мм"", ""impact"": -1.03}]"
Якорь,54.959206,69.034576,23.9,"[{""name"": ""Осадки Nov–Mar 157 мм"", ""impact"": 2.72}, {""name"": ""Осадки 116% нормы"", ""impact"": 1.66}, {""name"": ""Снегозапас 74 мм"", ""impact"": -1.59}, {""name"": ""Высота 102 м"", ""impact"": 1.35}]"
Затон,54.8549472,68.9933737,41.2,"[{""name"": ""Осадки Nov–Mar 157 мм"", ""impact"": 2.58}, {""name"": ""Высота 107 м"", ""impact"": 1.82}, {""name"": ""Снегозапас 97% нормы"", ""impact"": 1.76}, {""name"": ""Снегозапас 74 мм"", ""impact"": -1.1}]"
Кривоозёрка,54.8717546,68.99711,90.3,"[{""name"": ""Превышение над рекой 7 м"", ""impact"": 2.53}, {""name"": ""Осадки Nov–Mar 157 мм"", ""impact"": 2.3}, {""name"": ""Высота 103 м"", ""impact"": 2.14}, {""name"": ""Население 142"", ""impact"": 1.32}]"
Тепличное,54.8329505,69.0915477,90.3,"[{""name"": ""Осадки Nov–Mar 156 мм"", ""impact"": 2.59}, {""name"": ""Превышение над рекой 7 м"", ""impact"": 2.33}, {""name"": ""Река в 2.5 км"", ""impact"": 2.16}, {""name"": ""Высота 100 м"", ""impact"": 2.08}]"
